TractFIPS,StateAbbr,obesity,diabetes,hypertension,chd,physical_inactivity,burden
04005000500,AZ,26.5,7.8,22.5,4.2,,-0.824464
06013308001,CA,29.8,11.5,29.1,5.7,,-0.187618
25021418003,MA,25.5,6.3,21.3,3.4,,-1.052979
18081611100,IN,42.4,12.6,38.5,7.1,,0.640794
18137968700,IN,39.8,11.4,36.0,6.7,,0.390286
36061008800,NY,15.1,5.3,19.3,3.1,,-1.489297
17113000501,IL,32.6,7.6,24.2,4.8,,-0.549984
36061006000,NY,14.7,6.2,24.9,5.0,,-1.091317
37147000301,NC,34.8,8.5,30.8,4.9,,-0.245761
45075011800,SC,40.4,16.1,44.2,7.4,,0.961577
48287000400,TX,38.9,13.8,36.8,7.1,,0.558544
17113001600,IL,42.4,11.8,33.3,5.9,,0.323810
21067004001,KY,38.5,9.6,32.2,4.6,,-0.075798
27067780600,MN,35.0,8.9,30.4,5.5,,-0.164735
42085030900,PA,46.4,16.6,43.7,10.2,,1.448235
48113007818,TX,39.7,10.8,28.8,4.4,,-0.093562
05133080200,AR,41.1,12.1,38.6,7.3,,0.601673
06013308002,CA,27.3,9.3,25.1,3.9,,-0.682113
06071001600,CA,44.1,13.5,27.2,5.0,,0.196204
34005700603,NJ,33.6,8.7,30.6,5.3,,-0.231270
36081058000,NY,36.4,14.8,37.7,5.2,,0.359972
39035112400,OH,44.8,21.6,49.9,8.2,,1.624938
45045002506,SC,30.9,10.0,34.9,6.2,,-0.021614
49049002702,UT,28.4,4.5,14.4,1.8,,-1.431642
06037532101,CA,33.7,12.3,24.0,3.9,,-0.370811
36029009600,NY,29.7,10.9,36.8,7.9,,0.229454
39049005610,OH,46.6,16.9,38.7,7.1,,0.995192
49035113410,UT,34.5,10.9,29.4,5.2,,-0.132300
20111000800,KS,39.9,10.8,35.3,6.9,,0.363354
24017850901,MD,45.8,12.9,39.5,4.9,,0.542374
04015951502,AZ,33.7,14.5,40.3,9.8,,0.838277
06045011102,CA,30.3,11.3,33.9,7.0,,0.089874
54089000500,WV,45.3,18.3,48.0,11.2,,1.735481
27047180100,MN,35.9,9.6,32.1,6.2,,0.021212
06067009007,CA,36.3,10.5,27.2,4.3,,-0.261195
49057200300,UT,35.6,8.9,25.6,4.3,,-0.410874
06029003807,CA,32.2,8.3,26.6,4.4,,-0.500795
39143960900,OH,41.2,11.8,35.4,6.9,,0.456422
06037197300,CA,25.3,8.8,21.7,3.2,,-0.935679
06111007514,CA,24.0,7.9,27.9,4.5,,-0.707836
08059011725,CO,23.9,6.8,25.1,4.2,,-0.879574
39135440100,OH,40.3,11.8,36.3,7.2,,0.488374
42045401401,PA,31.2,6.7,25.6,4.0,,-0.685732
48339691602,TX,36.2,10.0,29.2,4.7,,-0.191943
01057020000,AL,37.5,13.9,42.8,8.6,,0.853128
17031390700,IL,29.3,10.7,31.5,4.5,,-0.308167
23011015500,ME,34.6,9.9,31.8,6.5,,0.024595
54003971900,WV,37.6,9.7,36.4,5.6,,0.128861
05083950500,AR,42.9,15.0,43.8,10.1,,1.255418
17005951200,IL,37.3,11.3,36.1,6.9,,0.338507
26115833300,MI,39.1,9.6,35.5,6.2,,0.206182
35035000306,NM,31.0,11.3,35.4,6.8,,0.129605
18057111003,IN,28.0,9.5,33.7,5.5,,-0.239736
17031823705,IL,30.8,9.8,28.9,5.9,,-0.233944
24510090700,MD,43.5,16.8,43.6,6.3,,0.950972
25017383101,MA,32.2,8.4,23.5,4.0,,-0.624738
37195000501,NC,29.4,10.6,36.7,7.0,,0.104545
47163043302,TN,38.7,13.7,39.3,7.8,,0.692722
55079050101,WI,33.3,8.4,32.3,4.8,,-0.262918
26121003600,MI,40.5,8.7,29.0,5.0,,-0.112469
39035120701,OH,47.5,23.6,51.0,9.2,,1.947296
40023967000,OK,39.1,14.2,42.7,8.2,,0.868381
42007601800,PA,34.5,10.0,34.5,6.8,,0.134459
45045001203,SC,19.9,2.5,11.8,1.6,,-1.873292
08001008537,CO,31.4,6.0,19.8,3.1,,-0.975795
40031002004,OK,42.2,9.8,35.5,4.6,,0.131266
44009050801,RI,28.8,9.6,31.5,6.7,,-0.142539
06037501200,CA,29.6,10.3,24.0,4.0,,-0.583097
34011010402,NJ,43.6,8.5,29.0,3.1,,-0.241290
06095252104,CA,26.4,8.4,25.1,3.6,,-0.788256
51810044807,VA,31.4,7.5,24.7,3.6,,-0.705636
54039000800,WV,45.5,18.3,46.0,9.4,,1.490526
28121020206,MS,33.7,8.9,33.7,4.8,,-0.186062
42013101100,PA,34.4,10.8,33.9,7.2,,0.201118
06059021810,CA,26.0,8.6,27.0,4.7,,-0.616970
06085503208,CA,23.9,9.9,21.9,3.5,,-0.878532
29510114300,MO,28.8,6.6,24.5,4.0,,-0.789619
42095014500,PA,36.4,11.4,31.0,5.7,,0.046859
27127750400,MN,37.2,10.5,32.9,7.2,,0.236781
10003014000,DE,34.6,9.6,29.8,4.7,,-0.242061
32003005842,NV,26.8,7.8,28.2,4.1,,-0.668840
36005028700,NY,27.4,10.6,26.6,4.9,,-0.459804
04013082026,AZ,31.2,6.9,20.8,3.0,,-0.916511
01117030305,AL,30.3,8.6,35.6,5.0,,-0.224168
17031150402,IL,28.9,8.3,24.5,4.5,,-0.641729
19153004501,IA,40.4,10.4,31.0,5.5,,0.085174
23011018000,ME,35.2,9.8,31.4,6.4,,0.014337
36111950900,NY,29.9,11.5,33.3,7.3,,0.105123
42079210100,PA,34.3,9.6,31.7,6.5,,-0.002713
45083021803,SC,33.4,10.8,31.2,5.0,,-0.140644
17163501200,IL,57.1,25.0,52.1,9.2,,2.324824
25009211100,MA,28.6,9.2,32.6,6.7,,-0.139099
17031710400,IL,42.7,17.3,42.5,6.3,,0.924516
22071007200,LA,42.6,18.8,42.5,6.7,,1.045204
25003900900,MA,31.0,8.2,28.2,5.3,,-0.398227
40131050702,OK,45.7,12.5,38.8,7.2,,0.748192
53063013800,WA,24.5,2.4,11.0,1.0,,-1.835423
06059075806,CA,29.0,9.9,26.8,5.0,,-0.435444
09001205200,CT,23.4,7.1,26.1,4.6,,-0.806633
13001950200,GA,42.8,16.7,44.8,7.3,,1.067478
15009000320,HI,24.7,7.4,25.4,5.2,,-0.708069
25017384002,MA,21.7,5.9,21.6,3.6,,-1.152111
29099700801,MO,36.9,9.8,33.9,6.1,,0.099294
47187050207,TN,28.1,7.5,29.0,3.5,,-0.690900
22105953200,LA,38.9,11.8,39.3,6.6,,0.466742
25023511302,MA,34.3,9.8,29.4,5.4,,-0.175056
29225470302,MO,42.0,14.4,38.3,8.5,,0.871906
48201432200,TX,33.8,9.3,28.2,4.3,,-0.368495
51165010200,VA,38.0,11.4,37.1,6.5,,0.348035
06107001005,CA,30.4,10.6,30.5,5.8,,-0.169048
36085027702,NY,31.8,11.9,31.0,5.5,,-0.078565
17031051200,IL,23.7,3.3,13.6,1.7,,-1.662058
17031020301,IL,25.6,11.1,33.5,8.0,,0.043263
42129800500,PA,31.1,10.6,36.5,7.7,,0.223124
01101002202,AL,46.7,22.4,52.1,7.7,,1.728308
06065030103,CA,38.6,12.3,27.3,5.2,,0.000576
39035119702,OH,47.6,21.5,48.4,7.9,,1.624897
48113006402,TX,39.6,13.4,28.6,5.2,,0.123734
13021011702,GA,45.9,21.4,51.0,8.6,,1.719308
13141480400,GA,45.7,19.8,50.1,7.9,,1.527295
41003001101,OR,23.8,3.7,13.5,2.2,,-1.586399
48439111102,TX,46.1,18.5,43.4,6.7,,1.153371
48303000900,TX,53.3,23.0,46.3,8.3,,1.851868
06019007002,CA,40.8,13.7,30.0,6.0,,0.299347
09009142604,CT,34.4,10.4,30.4,4.7,,-0.188361
53061051804,WA,29.0,6.7,21.5,2.8,,-0.991877
06037430803,CA,17.9,11.5,27.8,4.4,,-0.702091
06085507500,CA,15.4,9.7,27.4,4.6,,-0.858557
08059011724,CO,23.2,5.6,21.5,3.1,,-1.182596
36033950400,NY,38.7,12.4,36.0,6.9,,0.434211
39139000600,OH,49.5,17.2,40.2,7.8,,1.210942
09003514400,CT,35.2,9.6,29.8,4.8,,-0.214202
27053026909,MN,26.7,5.7,21.9,3.4,,-1.034379
45035010200,SC,48.2,19.0,45.5,8.1,,1.449659
48085031100,TX,33.2,10.7,35.8,6.0,,0.084264
48201433202,TX,37.2,16.3,34.9,6.7,,0.547878
48381020300,TX,40.2,10.0,33.0,5.7,,0.135244
53005010400,WA,34.4,9.0,28.1,5.1,,-0.283524
21047200400,KY,47.8,20.6,49.8,8.2,,1.653812
36047003800,NY,21.4,8.6,26.0,5.4,,-0.699220
34027041200,NJ,23.8,6.9,27.2,4.0,,-0.840560
39017000200,OH,47.9,12.6,35.5,7.0,,0.702784
06073017701,CA,23.4,7.4,22.2,3.9,,-0.974595
06107004102,CA,36.2,14.7,32.6,7.1,,0.413671
13227050600,GA,31.4,10.3,35.1,5.9,,-0.018397
24033803521,MD,37.9,11.7,40.8,4.7,,0.268562
06055201101,CA,25.7,8.8,30.1,5.6,,-0.431282
06111004704,CA,32.8,12.3,28.5,4.9,,-0.163182
13089022008,GA,39.3,17.2,39.1,5.8,,0.674309
24003740603,MD,31.3,3.1,14.8,1.3,,-1.467342
26099262100,MI,41.9,9.6,32.3,5.5,,0.120994
49035112617,UT,28.2,6.9,24.7,3.3,,-0.860975
53061052107,WA,31.3,7.1,24.6,3.6,,-0.732615
13067031207,GA,25.9,5.1,21.8,2.5,,-1.189496
36059303202,NY,25.5,11.2,30.1,5.9,,-0.276188
48223950100,TX,38.4,12.5,38.0,7.2,,0.519005
13113140206,GA,27.3,9.6,34.9,5.2,,-0.253523
34007606200,NJ,24.3,7.0,29.8,4.6,,-0.683918
06007003002,CA,35.6,14.2,34.6,7.4,,0.457899
06017030808,CA,28.5,7.7,26.5,4.5,,-0.629706
17073031200,IL,35.7,10.7,35.0,6.7,,0.208902
20005081700,KS,39.2,9.0,31.5,5.3,,-0.031491
48439102301,TX,37.7,12.1,33.1,5.7,,0.179322
22051021801,LA,31.3,11.8,38.0,7.4,,0.301947
33011002800,NH,32.1,6.7,24.2,4.6,,-0.633939
36055002300,NY,45.8,19.9,39.8,7.6,,1.217502
06009000400,CA,33.0,14.5,39.5,9.2,,0.731189
29183311722,MO,39.9,8.4,29.8,4.6,,-0.166722
33013040500,NH,30.6,8.0,29.0,5.3,,-0.398086
34031246202,NJ,24.7,6.9,27.6,4.6,,-0.738885
36005030200,NY,33.1,14.5,37.5,5.9,,0.320729
39061022000,OH,32.7,10.4,33.9,6.4,,0.044780
39153503600,OH,43.8,10.9,31.2,6.8,,0.354830
54079020604,WV,43.0,11.1,37.9,6.4,,0.485124
35001004502,NM,37.9,17.6,35.2,7.2,,0.699725
39007000300,OH,43.3,13.1,39.6,8.3,,0.853650
55077960300,WI,35.2,10.8,36.4,7.8,,0.358154
16001010501,ID,31.0,6.6,22.8,3.9,,-0.785186
22041950300,LA,49.9,20.4,48.4,9.8,,1.837395
37097060602,NC,33.2,10.8,36.0,6.7,,0.171061
06001407000,CA,30.1,12.5,29.5,4.8,,-0.212197
29131962800,MO,39.6,11.7,37.0,7.6,,0.525957
55133201600,WI,35.6,8.0,30.8,5.1,,-0.228100
20113788500,KS,36.3,8.6,28.6,4.9,,-0.258848
18003011501,IN,38.9,11.6,33.9,6.6,,0.306409
26125162300,MI,39.5,13.4,44.2,6.2,,0.661658
48339692802,TX,39.8,13.0,34.6,6.6,,0.426132
39035103300,OH,44.1,14.6,35.6,5.3,,0.520296
01097003202,AL,41.7,15.4,41.1,6.8,,0.810066
17031836000,IL,41.2,12.8,35.3,4.1,,0.203433
26165380700,MI,39.8,12.1,36.0,7.7,,0.536133
41039001803,OR,36.8,10.4,32.3,6.5,,0.127555
42107003700,PA,38.6,10.2,33.2,7.1,,0.257923
01097006407,AL,36.2,9.9,32.5,5.2,,-0.051612
06037276100,CA,28.4,8.0,24.5,2.6,,-0.877984
36055014204,NY,31.2,10.6,32.6,5.9,,-0.077321
41039002903,OR,31.6,8.4,29.4,5.2,,-0.348115
42015950100,PA,41.6,10.6,36.2,7.2,,0.458353
48439100101,TX,36.2,12.0,29.5,5.1,,-0.033391
04013114600,AZ,38.8,13.9,27.5,5.6,,0.140657
38101010600,ND,35.6,10.2,36.0,7.1,,0.250442
48479001101,TX,41.5,13.8,28.6,4.9,,0.166454
08031004603,CO,24.5,8.6,24.2,4.8,,-0.726258
26125154500,MI,28.4,8.2,32.0,5.7,,-0.323274
23001010100,ME,41.2,12.9,36.7,9.2,,0.800646
36081077905,NY,24.3,10.9,28.6,4.8,,-0.487106
55075960700,WI,37.6,12.7,39.8,9.1,,0.762933
05011950100,AR,39.7,14.0,43.5,8.3,,0.907725
22119031600,LA,34.8,10.5,36.8,6.1,,0.157508
37045950900,NC,47.5,22.0,49.9,9.0,,1.809635
48027023404,TX,36.4,10.8,33.2,6.1,,0.119147
48201310100,TX,39.4,11.1,29.5,4.1,,-0.099176
06071002803,CA,41.7,11.3,25.5,4.2,,-0.123270
06041119201,CA,22.2,9.5,30.8,6.7,,-0.354447
36081025500,NY,22.8,10.2,23.9,4.2,,-0.762361
54055002400,WV,45.7,16.9,47.2,10.2,,1.541406
42007605600,PA,36.4,11.1,35.8,7.4,,0.348207
47177930200,TN,37.3,14.1,40.3,8.3,,0.756327
53057950100,WA,28.8,11.7,39.4,8.1,,0.340417
24005420600,MD,39.4,12.8,37.0,7.4,,0.557369
48201550100,TX,46.9,11.7,30.1,3.5,,0.097132
18003000800,IN,39.5,11.2,33.2,6.3,,0.250119
08059010212,CO,27.0,8.0,26.2,5.0,,-0.610306
09001200301,CT,23.0,7.0,25.8,4.7,,-0.820789
16011950300,ID,39.7,11.9,32.2,6.5,,0.287169
17037000500,IL,36.2,9.0,30.3,5.3,,-0.149822
24003730700,MD,33.1,9.3,33.1,5.4,,-0.133265
45045002609,SC,29.1,8.1,29.5,4.3,,-0.529871
47165021204,TN,33.9,9.3,30.9,5.2,,-0.193235
55037190200,WI,37.4,10.1,34.3,6.9,,0.227344
09001070500,CT,29.5,9.0,22.7,3.3,,-0.767330
01115040201,AL,41.9,12.7,37.6,7.1,,0.607016
13117130609,GA,25.0,5.6,20.8,2.3,,-1.237706
54053954801,WV,49.3,15.3,42.4,9.2,,1.316544
29165030305,MO,36.8,8.7,31.0,4.9,,-0.172815
06037602003,CA,34.8,12.7,26.3,4.1,,-0.232817
06067009108,CA,29.5,9.7,28.4,5.1,,-0.376766
06067008600,CA,30.2,10.3,32.9,6.3,,-0.070016
08119010103,CO,26.2,7.5,24.9,4.8,,-0.717423
29095008700,MO,52.6,21.5,49.2,7.6,,1.756326
37053110200,NC,33.4,8.5,29.7,4.7,,-0.337636
24003702702,MD,32.4,9.7,34.7,5.7,,-0.054871
51153901510,VA,32.9,6.8,26.0,2.8,,-0.751229
06045010900,CA,32.5,11.5,31.7,6.6,,0.058603
29209090500,MO,39.3,14.1,43.4,9.8,,1.061622
45003020702,SC,39.3,12.3,35.4,5.3,,0.255743
06065043217,CA,33.0,8.3,24.4,3.9,,-0.593298
06071010411,CA,40.7,14.7,38.5,8.9,,0.899990
38015011101,ND,28.9,10.2,35.6,6.9,,0.027665
51149850100,VA,51.8,12.1,37.2,4.6,,0.573509
31109003001,NE,32.2,9.0,29.5,5.1,,-0.307115
26065002000,MI,47.3,13.7,36.9,6.1,,0.685739
26163525700,MI,40.2,12.8,30.9,6.1,,0.270031
36067003900,NY,51.1,18.9,41.3,7.3,,1.323407
39013012400,OH,35.5,12.1,36.1,7.4,,0.384428
47143975000,TN,40.0,13.8,41.8,8.5,,0.880124
48061010601,TX,46.4,18.0,34.0,6.8,,0.885511
19065080200,IA,39.2,10.2,31.5,6.4,,0.151915
26091060301,MI,34.5,9.0,34.3,5.7,,-0.043804
27003051002,MN,36.2,9.1,30.4,5.4,,-0.130863
37025042402,NC,35.3,9.1,28.0,4.5,,-0.320497
48439105508,TX,32.5,8.5,28.7,4.1,,-0.455939
51059480501,VA,24.8,7.3,25.6,3.3,,-0.911081
13089021705,GA,30.3,9.5,28.3,4.1,,-0.475982
26161420200,MI,30.5,8.0,26.3,4.9,,-0.519124
32031001501,NV,25.2,8.4,25.9,4.7,,-0.680827
48113017305,TX,34.4,8.0,27.8,3.1,,-0.562159
04013617100,AZ,28.8,7.2,25.3,4.2,,-0.713702
17031819900,IL,25.3,7.0,26.2,4.6,,-0.755324
24005403402,MD,37.3,13.7,42.0,7.6,,0.706155
26115830700,MI,40.6,8.5,32.0,5.3,,-0.004648
33013043002,NH,33.5,9.0,30.1,6.0,,-0.156021
36081011000,NY,27.7,11.8,26.3,4.6,,-0.428027
40109108221,OK,32.9,7.1,27.5,3.4,,-0.628564
42049010201,PA,38.6,10.8,31.5,6.8,,0.210336
13271950500,GA,41.6,17.8,48.3,9.2,,1.395261
19097950500,IA,38.1,12.2,36.2,8.3,,0.563876
36081142900,NY,22.3,11.1,28.3,5.4,,-0.476383
47149040901,TN,34.0,9.1,30.6,4.6,,-0.274466
45013000600,SC,34.6,11.8,35.8,6.5,,0.236962
48201533702,TX,43.5,16.2,33.4,5.9,,0.592869
22029000500,LA,42.9,12.7,39.4,6.8,,0.652724
29021002700,MO,36.3,11.0,35.0,6.9,,0.263636
37179021004,NC,31.0,7.2,26.1,3.7,,-0.683366
42127960700,PA,36.2,12.7,37.1,8.5,,0.583340
55139003701,WI,38.4,7.8,28.2,5.1,,-0.231435
08089968300,CO,32.1,12.2,33.0,7.9,,0.261666
13121010118,GA,31.7,8.5,28.1,3.2,,-0.592854
21075960100,KY,45.0,18.0,48.2,10.5,,1.640575
27123033600,MN,45.7,17.7,38.3,5.9,,0.871194
46013951500,SD,39.7,9.9,28.6,5.5,,-0.027902
51037930200,VA,41.7,14.7,42.6,7.7,,0.911834
01051030200,AL,37.2,11.0,38.1,6.4,,0.320844
05145070700,AR,33.0,11.5,40.9,8.2,,0.501250
29047021803,MO,38.8,6.1,23.7,3.1,,-0.652520
08069001305,CO,29.8,7.8,23.0,4.0,,-0.738713
01111000200,AL,37.1,12.0,40.3,7.1,,0.508318
06097152203,CA,27.9,8.5,27.5,5.1,,-0.511197
18083955200,IN,37.6,11.2,36.1,6.7,,0.319982
42079216700,PA,40.5,14.5,38.1,9.6,,0.948459
53023970300,WA,40.8,11.3,38.3,7.5,,0.563797
06059089107,CA,23.8,9.7,23.4,3.9,,-0.807107
17197880418,IL,33.2,6.3,23.6,2.8,,-0.835947
21111012701,KY,48.7,19.6,47.2,8.6,,1.597231
26093740700,MI,28.8,7.4,29.3,4.9,,-0.516254
24001001402,MD,38.8,10.8,36.8,6.4,,0.319506
32003005829,NV,28.2,7.1,23.0,2.9,,-0.940778
36001014802,NY,32.5,10.6,33.8,6.7,,0.079557
42101032300,PA,31.5,10.0,28.5,5.5,,-0.257870
06013384000,CA,21.5,9.2,27.8,4.6,,-0.701200
06045011300,CA,32.2,11.0,30.1,6.2,,-0.064337
29031881400,MO,48.1,17.4,44.1,8.4,,1.355071
36085001700,NY,36.8,13.1,29.8,5.0,,0.039867
39049009240,OH,39.8,14.1,35.8,8.2,,0.691673
22033003802,LA,28.8,8.2,31.0,5.2,,-0.393866
42053530201,PA,38.3,14.0,41.3,9.9,,0.980568
42107001700,PA,35.7,10.4,34.8,7.4,,0.263243
55121100400,WI,35.1,9.4,32.1,6.8,,0.052906
01097000600,AL,50.2,23.3,51.6,8.5,,1.948550
06059032040,CA,24.5,7.9,26.1,4.1,,-0.786918
17201003601,IL,43.5,13.6,38.8,8.2,,0.853022
31043010200,NE,38.2,10.3,30.9,5.7,,0.036360
34003010100,NJ,25.0,8.0,25.9,4.8,,-0.697026
39035188104,OH,42.6,19.0,46.9,7.3,,1.242892
42091208301,PA,31.7,8.7,31.9,5.9,,-0.184057
48361021900,TX,38.8,11.7,34.3,6.5,,0.309156
06085505302,CA,19.8,8.3,23.7,4.0,,-0.976185
16031950500,ID,33.3,10.5,32.3,6.3,,0.011954
19023070200,IA,42.1,12.6,36.2,8.0,,0.666149
47187050701,TN,28.8,7.2,28.3,3.7,,-0.684788
48029181712,TX,36.4,11.3,31.1,5.0,,-0.031625
36117020102,NY,35.6,9.5,30.1,5.6,,-0.113131
38017000700,ND,38.7,10.4,30.7,6.1,,0.093718
09009142700,CT,36.8,10.6,29.0,4.5,,-0.170101
26139021801,MI,34.2,9.2,30.9,6.2,,-0.081625
06059021923,CA,23.5,7.3,22.7,3.3,,-1.028313
06085506900,CA,19.5,7.6,26.6,4.7,,-0.865816
36005008700,NY,38.2,17.6,32.4,6.6,,0.565570
34027043301,NJ,26.9,8.5,29.7,4.7,,-0.521967
48429950300,TX,38.8,14.8,38.8,8.5,,0.816387
06037481500,CA,17.4,14.3,30.2,5.3,,-0.402555
18039002200,IN,42.1,13.7,34.5,6.6,,0.525987
28049000500,MS,48.1,19.3,50.0,6.7,,1.435735
48113009611,TX,34.7,11.1,30.0,5.0,,-0.121004
53061051916,WA,32.0,6.8,24.5,3.6,,-0.731564
01109188700,AL,42.2,15.1,43.6,7.2,,0.920875
04027011106,AZ,35.2,13.1,37.7,9.2,,0.668893
17031829200,IL,37.7,12.9,31.5,6.0,,0.210260
18081610100,IN,39.0,8.1,28.3,3.9,,-0.325754
48061013303,TX,43.1,14.1,28.0,4.8,,0.200385
13131950400,GA,42.7,14.7,40.5,7.2,,0.827774
53033001900,WA,22.4,5.2,20.8,3.0,,-1.256898
32003003414,NV,31.6,11.5,35.6,6.7,,0.152004
39153504800,OH,41.5,10.7,32.0,7.1,,0.333623
50017959800,VT,31.8,9.5,30.8,6.3,,-0.125583
53035091201,WA,31.3,9.3,30.2,5.0,,-0.308055
24033803900,MD,40.0,10.4,28.2,3.6,,-0.209811
27111961000,MN,34.9,11.1,36.6,8.5,,0.447129
36055013901,NY,29.9,11.7,36.7,8.3,,0.318477
42125795900,PA,34.5,10.2,36.1,7.0,,0.211174
19159950100,IA,37.4,11.2,36.2,7.7,,0.425527
42003453004,PA,32.2,6.9,24.6,4.1,,-0.663555
17031050300,IL,26.2,6.0,20.1,3.1,,-1.114946
21191930100,KY,36.6,10.1,35.7,6.2,,0.167543
48215020724,TX,38.3,13.0,28.1,4.9,,0.019106
34017007400,NJ,17.1,3.4,13.2,1.5,,-1.876656
34021001500,NJ,39.6,19.5,44.5,7.2,,1.107177
53067012310,WA,31.8,9.2,28.7,4.4,,-0.405855
06001423700,CA,22.0,6.6,20.7,3.8,,-1.109454
31109001002,NE,28.4,6.8,24.6,4.3,,-0.754972
36061020500,NY,14.6,4.4,15.7,2.7,,-1.694706
41047002800,OR,35.3,11.0,35.3,6.4,,0.189368
41051006900,OR,22.5,7.2,26.8,5.1,,-0.753192
55105000900,WI,31.5,8.1,29.9,5.6,,-0.309746
37119005200,NC,50.2,21.3,45.7,7.3,,1.548052
39039958300,OH,39.4,10.9,34.1,6.7,,0.299574
48463950200,TX,40.0,15.5,36.6,7.6,,0.729250
06037211410,CA,22.7,12.9,25.7,3.8,,-0.614431
17119403603,IL,35.2,8.7,31.8,5.4,,-0.141796
26125154600,MI,28.9,6.5,26.8,3.9,,-0.739232
51153901012,VA,34.1,11.7,39.8,6.2,,0.295756
55133203102,WI,34.6,7.9,30.2,5.3,,-0.256740
17031062100,IL,22.5,3.3,13.0,1.7,,-1.712716
31019969700,NE,40.8,8.6,27.6,4.6,,-0.191480
37155961801,NC,47.5,19.4,45.1,9.3,,1.570230
39091004300,OH,40.6,11.6,34.9,7.0,,0.425709
48321730303,TX,39.4,14.3,40.4,8.0,,0.796804
48141002201,TX,37.8,18.7,39.9,8.3,,1.005200
06107001800,CA,31.9,10.8,30.1,5.9,,-0.116065
17201001500,IL,39.0,10.1,32.8,6.2,,0.155237
22033003504,LA,49.6,20.4,48.8,6.8,,1.514635
31055007444,NE,29.2,4.9,19.0,2.5,,-1.184194
42101009400,PA,42.8,22.0,47.6,9.0,,1.612611
05137950100,AR,39.9,13.2,43.5,9.0,,0.946564
06037221602,CA,36.1,15.1,27.4,4.9,,0.049522
36029005900,NY,43.4,15.7,37.8,8.2,,0.934677
46011958700,SD,32.5,8.7,31.3,5.3,,-0.243065
17179021606,IL,32.2,9.1,34.1,6.2,,-0.055005
28087000404,MS,36.2,9.8,37.6,5.7,,0.138601
36047029600,NY,21.5,10.2,26.6,5.6,,-0.572579
55133201201,WI,32.6,7.7,30.0,4.9,,-0.373064
32003003305,NV,31.1,9.8,31.9,5.3,,-0.207367
51059422000,VA,25.3,9.3,32.9,5.8,,-0.316626
13089023603,GA,42.7,19.2,47.2,6.5,,1.177971
13295020400,GA,32.3,9.2,33.8,5.3,,-0.152741
35017964400,NM,37.2,16.7,34.3,7.9,,0.682757
37063001705,NC,29.4,11.0,35.8,6.3,,0.025064
21077960101,KY,39.0,11.6,37.8,6.9,,0.449857
29189213300,MO,41.0,11.7,34.5,5.5,,0.268642
06037229100,CA,36.6,13.2,25.3,4.2,,-0.171924
06097152701,CA,28.9,9.7,29.9,5.9,,-0.265456
26163581500,MI,32.2,9.8,34.7,7.0,,0.085780
36061007500,NY,17.1,4.9,19.3,3.0,,-1.464796
37179020317,NC,31.8,7.2,25.4,3.4,,-0.712612
45021970700,SC,39.6,14.3,38.0,7.4,,0.670899
34013017200,NJ,32.3,11.7,34.7,5.0,,-0.026758
06073019302,CA,23.0,9.0,24.9,4.8,,-0.728025
17201000514,IL,37.4,10.2,34.0,6.1,,0.137617
22089062700,LA,44.8,14.5,43.0,6.3,,0.848321
36061021500,NY,29.1,12.0,31.9,4.5,,-0.233294
36061014500,NY,15.9,5.2,18.8,3.2,,-1.474965
13271950200,GA,38.5,15.7,45.8,9.2,,1.125865
29077002700,MO,33.8,13.7,38.2,9.0,,0.653416
25009221800,MA,26.4,9.1,34.2,7.0,,-0.129957
21111011708,KY,34.8,9.0,31.2,5.0,,-0.197117
37119001917,NC,39.4,13.0,33.1,6.0,,0.308153
18105000302,IN,26.5,6.8,22.2,3.8,,-0.929586
32003002965,NV,34.0,17.4,44.6,11.2,,1.272719
55025011800,WI,31.6,8.0,28.6,5.3,,-0.380813
06115040800,CA,30.5,8.3,26.3,4.7,,-0.524784
06037541605,CA,37.1,13.7,28.0,4.4,,-0.034517
09003511300,CT,38.5,12.0,32.7,5.0,,0.109669
27003050707,MN,34.1,7.2,26.9,4.2,,-0.519062
27109001602,MN,29.9,8.4,28.1,4.6,,-0.497418
36061020701,NY,17.1,4.5,15.3,2.4,,-1.662085
55055100800,WI,34.3,8.4,31.5,5.7,,-0.159128
34023002805,NJ,30.9,9.4,30.7,5.4,,-0.256821
37067003803,NC,32.6,10.2,32.2,5.8,,-0.080920
48439122002,TX,43.8,14.8,32.9,5.8,,0.501873
21035010500,KY,38.0,10.4,35.1,6.5,,0.239180
24510270901,MD,37.8,13.0,39.0,5.0,,0.317837
29189214100,MO,50.1,19.3,46.8,6.9,,1.425461
42011011702,PA,34.1,9.2,30.9,5.8,,-0.127839
48201421700,TX,32.8,11.8,33.3,6.1,,0.073257
01081040902,AL,35.5,7.1,24.0,3.3,,-0.662670
13067030700,GA,35.9,12.8,36.2,5.4,,0.219053
17031720100,IL,28.6,8.9,30.1,4.6,,-0.452145
55139000300,WI,36.3,8.6,31.3,6.1,,-0.053889
01125012600,AL,38.2,7.8,26.7,3.4,,-0.463033
01055011002,AL,38.5,11.8,37.9,7.1,,0.470824
06059099510,CA,20.5,17.1,52.0,13.7,,1.350035
31089974000,NE,39.4,11.0,36.0,7.0,,0.390104
36055014905,NY,28.8,7.5,24.9,4.0,,-0.730447
10001043400,DE,39.5,12.6,38.2,7.9,,0.636997
10005050705,DE,35.8,14.9,43.4,10.2,,1.048489
48113019023,TX,27.9,8.7,29.9,4.6,,-0.488224
08013013701,CO,17.7,6.7,25.9,4.4,,-1.016881
