TractFIPS,StateAbbr,obesity,diabetes,hypertension,chd,physical_inactivity,burden
37021003104,NC,30.1,10.9,34.4,7.4,,0.120065
42003020100,PA,26.7,6.3,21.6,3.7,,-0.978101
53059950400,WA,29.8,10.1,32.1,6.1,,-0.135905
54005958200,WV,44.7,16.1,44.1,9.6,,1.319328
01117030501,AL,37.5,9.9,35.8,4.9,,0.044171
01101005604,AL,33.3,11.7,38.6,5.4,,0.153057
06085511100,CA,17.4,8.0,26.5,4.4,,-0.939302
20055960300,KS,37.4,13.5,37.1,7.5,,0.551669
20091052606,KS,30.0,6.0,24.6,3.5,,-0.839099
36047013600,NY,21.2,7.4,22.0,4.2,,-1.009992
39035126100,OH,47.2,21.7,48.4,8.1,,1.645928
40143007518,OK,31.2,8.2,28.7,3.9,,-0.530523
31109002200,NE,37.4,9.6,29.9,5.0,,-0.127352
33011013100,NH,33.4,6.4,25.1,3.9,,-0.664073
36103147402,NY,27.5,8.1,30.0,5.2,,-0.463787
40145030405,OK,40.1,7.3,27.8,3.4,,-0.405383
04027012100,AZ,37.8,10.6,28.2,5.2,,-0.088001
06037406901,CA,30.4,12.9,26.3,4.5,,-0.303530
29189214800,MO,35.9,11.1,34.7,6.4,,0.195099
31055007439,NE,31.8,6.4,24.2,3.2,,-0.810300
37183052507,NC,33.2,8.6,28.3,4.7,,-0.376762
42133020320,PA,39.1,9.2,34.1,6.1,,0.135168
47157007500,TN,47.3,25.3,55.4,9.5,,2.186924
09009345202,CT,30.0,7.9,27.6,4.3,,-0.567688
17113005400,IL,33.9,7.4,27.2,4.2,,-0.505734
20173009508,KS,37.0,7.9,27.7,4.4,,-0.355562
36001014608,NY,26.7,6.8,22.8,4.1,,-0.874753
36055000200,NY,44.6,18.4,37.8,6.9,,0.971990
02020001702,AK,31.9,6.8,25.9,4.1,,-0.641380
06037239601,CA,37.6,13.2,26.2,4.1,,-0.129469
17043841207,IL,31.8,8.7,23.3,3.8,,-0.647284
25021442101,MA,24.5,5.6,21.0,3.4,,-1.127052
26099241800,MI,43.1,10.0,33.4,4.5,,0.098434
27153790300,MN,40.6,12.3,36.0,8.3,,0.634573
36119014806,NY,25.0,7.5,24.6,4.3,,-0.813990
39049007020,OH,31.9,9.0,28.9,5.5,,-0.288872
04021001301,AZ,39.2,14.0,35.7,8.3,,0.677388
06019000902,CA,44.3,18.9,35.7,6.8,,0.921157
06037531800,CA,35.5,14.3,26.2,5.0,,-0.032648
17031430400,IL,44.1,18.3,43.6,6.9,,1.113200
39049005820,OH,35.0,8.8,27.0,4.9,,-0.329368
41001950200,OR,31.2,11.4,35.4,7.7,,0.238220
48485011400,TX,42.5,16.0,39.3,7.4,,0.879996
18089040403,IN,35.2,11.1,34.7,6.3,,0.164403
25021456302,MA,29.2,10.8,33.4,7.0,,0.018108
26125153300,MI,28.1,5.2,24.0,3.5,,-0.952352
36047012000,NY,16.9,14.3,25.4,5.0,,-0.582287
41067031506,OR,30.7,7.1,24.7,4.2,,-0.681791
04013523005,AZ,27.8,6.6,22.4,3.4,,-0.941241
16077960200,ID,36.7,10.3,30.0,5.8,,-0.020274
17043842900,IL,26.9,5.8,21.0,3.6,,-1.026617
22095070900,LA,45.5,14.4,42.5,6.7,,0.892351
48139060212,TX,35.0,7.3,26.1,3.6,,-0.575433
53051970400,WA,35.3,12.5,37.7,7.6,,0.466158
34013011700,NJ,41.4,17.0,41.3,6.4,,0.849211
08059009841,CO,24.4,7.6,27.6,5.2,,-0.644924
34021000500,NJ,31.7,11.2,27.5,4.7,,-0.302551
36005040600,NY,35.6,13.0,34.5,4.7,,0.098208
37183053521,NC,28.2,8.3,27.9,4.4,,-0.578203
39113130102,OH,35.6,11.2,35.9,7.5,,0.344479
13089021209,GA,24.2,8.3,28.0,4.1,,-0.721399
20177000600,KS,46.4,13.7,35.6,6.2,,0.635034
26075000800,MI,32.4,8.6,31.6,5.5,,-0.221241
34031124321,NJ,25.5,8.4,28.9,5.2,,-0.534959
39061024901,OH,34.8,11.3,34.9,6.6,,0.201822
55133203406,WI,35.3,6.9,27.7,4.1,,-0.489735
01015001800,AL,36.8,11.1,37.2,6.2,,0.268213
06075013102,CA,17.9,5.5,20.7,3.3,,-1.338720
06109005201,CA,31.1,11.7,34.5,7.0,,0.150560
34003021400,NJ,31.5,10.2,29.0,6.1,,-0.168261
55063000800,WI,32.1,6.1,22.0,3.7,,-0.824566
08041004701,CO,28.7,7.6,25.5,4.4,,-0.667934
13121007300,GA,41.5,17.0,43.4,5.3,,0.790953
37051001200,NC,47.8,19.8,47.4,8.4,,1.566247
39035115200,OH,40.6,14.7,38.6,7.1,,0.704723
49035113102,UT,29.9,7.0,24.0,3.4,,-0.815976
36001013100,NY,32.8,9.4,30.1,5.7,,-0.187033
17043841204,IL,31.1,10.7,26.0,4.3,,-0.431229
48361020900,TX,42.1,16.5,43.8,7.9,,1.074296
54107010101,WV,39.4,13.6,41.8,8.4,,0.841579
06067008144,CA,31.3,8.8,27.9,4.9,,-0.409353
30031001102,MT,22.6,4.4,17.3,2.7,,-1.423498
40101000200,OK,48.9,21.6,51.8,10.3,,2.021597
42039111600,PA,44.1,13.4,35.6,7.9,,0.738138
17201002500,IL,52.8,16.8,40.6,6.1,,1.109880
26163542100,MI,46.0,18.5,48.3,7.1,,1.329705
36005016000,NY,26.7,9.6,28.4,5.6,,-0.407290
36093032403,NY,34.3,9.3,32.0,5.8,,-0.086340
55027961500,WI,35.7,7.9,28.0,5.1,,-0.308202
06077002504,CA,32.7,12.1,26.6,4.2,,-0.305270
26163577000,MI,38.2,12.8,36.9,6.9,,0.466345
36047012700,NY,29.9,12.9,28.0,5.1,,-0.205531
39123050800,OH,39.5,12.7,35.8,7.7,,0.554141
42045410000,PA,26.9,9.0,34.8,6.8,,-0.126182
53011040409,WA,30.4,9.1,31.7,5.6,,-0.237628
06037900607,CA,36.5,13.6,30.9,5.3,,0.121092
08041001600,CO,25.3,4.7,16.3,2.8,,-1.347768
20209041200,KS,51.0,22.5,48.2,8.0,,1.780048
29179380200,MO,41.3,14.8,41.4,9.7,,1.089470
21185030701,KY,30.9,8.3,32.8,4.7,,-0.333310
29510106400,MO,47.5,22.3,50.0,8.8,,1.806746
06059042106,CA,24.6,9.6,33.6,6.8,,-0.192604
17161021400,IL,38.4,10.8,31.9,5.7,,0.096459
24033800509,MD,41.1,13.5,42.7,4.5,,0.486448
36007013000,NY,31.5,10.6,34.0,6.3,,0.013362
37063002017,NC,23.9,8.0,29.5,4.7,,-0.639300
40101001500,OK,41.0,15.6,43.8,9.1,,1.125149
16001010100,ID,27.1,6.9,25.2,4.1,,-0.791557
18097330106,IN,33.0,8.0,26.1,4.1,,-0.540527
34007603001,NJ,31.2,9.8,32.2,5.2,,-0.207062
50001960800,VT,22.2,4.3,15.8,3.1,,-1.438375
36029013002,NY,32.4,9.9,34.2,6.6,,0.039560
37045950301,NC,39.5,13.9,38.2,7.1,,0.619699
48215020201,TX,45.2,15.9,29.2,5.3,,0.443590
01029959800,AL,34.2,10.8,36.7,6.7,,0.218819
05003960600,AR,43.1,16.5,47.0,9.3,,1.343158
06047001005,CA,35.3,13.7,30.6,5.9,,0.149158
17089853008,IL,38.4,9.1,26.7,3.7,,-0.355368
24510150500,MD,44.8,21.5,50.3,8.8,,1.695747
36081098700,NY,25.5,10.1,28.7,5.6,,-0.406292
37171930801,NC,39.4,12.5,36.2,7.6,,0.540859
47157001100,TN,45.6,18.1,42.4,7.5,,1.176864
05023480400,AR,37.0,13.1,43.0,9.6,,0.910193
13069010801,GA,46.7,17.4,45.5,7.2,,1.224032
42003421200,PA,28.8,8.2,29.6,5.5,,-0.400129
47025970700,TN,38.1,14.4,41.0,8.6,,0.846976
48201532300,TX,38.5,9.4,28.2,3.8,,-0.284090
55121100500,WI,35.6,9.8,32.9,7.0,,0.132317
06037433601,CA,20.9,15.3,28.9,5.0,,-0.318429
18003010601,IN,36.3,9.6,31.2,5.2,,-0.100831
39061021506,OH,41.8,15.8,42.9,6.2,,0.819089
48027022000,TX,42.9,12.0,32.1,5.4,,0.261198
15003002100,HI,23.6,9.6,26.1,3.8,,-0.754143
31161951600,NE,44.9,13.7,40.6,8.8,,1.013017
48201211000,TX,47.6,21.7,48.0,8.7,,1.711254
24015031201,MD,36.6,10.0,34.3,5.2,,0.014957
37045950800,NC,38.2,13.7,38.2,7.5,,0.615525
16039960400,ID,36.7,9.4,28.1,4.9,,-0.218616
29183311312,MO,36.8,7.8,29.0,4.4,,-0.330550
34025803700,NJ,26.3,7.0,26.7,4.2,,-0.756487
51670820100,VA,42.8,12.9,36.0,5.9,,0.468750
13063040414,GA,41.7,13.5,33.6,5.5,,0.359726
17185957400,IL,35.4,9.7,31.6,5.9,,-0.034014
21177960400,KY,40.6,12.3,39.5,7.6,,0.655655
21211040200,KY,36.2,10.1,34.6,5.9,,0.093182
55025000902,WI,24.0,4.5,17.0,2.7,,-1.386766
55059002905,WI,36.1,7.0,26.3,4.4,,-0.467969
17019000500,IL,29.6,7.0,24.3,3.7,,-0.783637
47163041600,TN,35.5,12.8,39.3,7.8,,0.553888
05125010503,AR,36.5,9.7,36.8,6.0,,0.152129
06037240700,CA,36.0,13.5,29.8,4.5,,-0.015671
06059074902,CA,36.6,11.9,23.4,4.1,,-0.304882
34007603603,NJ,25.4,7.7,30.9,5.1,,-0.530616
51790000300,VA,35.6,11.1,36.1,6.3,,0.214544
06001403000,CA,18.8,26.5,46.5,11.8,,1.445604
06037403721,CA,28.8,11.5,27.5,4.8,,-0.357918
06059052517,CA,19.9,6.0,18.6,2.3,,-1.421930
53077000400,WA,32.9,10.2,34.1,6.5,,0.056153
01089011100,AL,34.8,3.3,17.2,1.4,,-1.280047
06037602004,CA,35.2,12.7,27.3,4.0,,-0.204606
28109950700,MS,46.1,16.4,45.7,8.1,,1.256730
36029015101,NY,35.0,9.9,33.0,6.3,,0.047504
48439113221,TX,30.8,8.9,31.6,5.2,,-0.283120
04013104226,AZ,32.0,9.5,28.5,5.4,,-0.281251
06085503210,CA,19.2,9.7,21.0,3.2,,-1.079978
17031831200,IL,37.6,12.8,24.9,4.7,,-0.121800
20005081600,KS,44.3,12.2,40.0,7.3,,0.736561
21019031001,KY,38.5,11.4,38.2,7.6,,0.511988
29151490400,MO,33.4,10.4,33.8,6.7,,0.094394
37147001200,NC,37.3,9.3,30.2,5.0,,-0.137903
48149970500,TX,37.0,13.3,39.5,7.7,,0.617838
09005250100,CT,25.4,9.0,31.7,6.1,,-0.330541
01053970300,AL,44.2,14.6,42.8,8.5,,1.069687
06037601211,CA,37.7,16.5,36.7,5.8,,0.525024
08041004706,CO,26.5,5.3,20.1,2.8,,-1.176373
22071000701,LA,40.5,20.0,46.7,7.8,,1.285450
31055007515,NE,30.9,5.0,20.8,2.4,,-1.091604
37119003903,NC,47.9,17.0,38.1,5.8,,0.879794
39161020200,OH,42.9,11.0,35.4,6.8,,0.451043
04019001801,AZ,35.9,9.4,28.0,5.1,,-0.222385
21101020701,KY,38.1,12.0,38.4,7.0,,0.473178
36081056800,NY,33.5,13.3,33.5,4.8,,0.037816
53053072505,WA,30.6,9.0,31.3,5.3,,-0.280918
31055007511,NE,31.0,4.7,19.7,2.4,,-1.135280
06067003700,CA,39.1,14.9,30.5,5.6,,0.285732
26091060500,MI,35.9,9.9,35.8,6.4,,0.161466
26125121700,MI,30.2,6.6,27.9,4.7,,-0.579783
37097061003,NC,36.7,11.4,34.7,6.7,,0.266348
24510280401,MD,38.1,13.6,40.3,5.4,,0.437807
48029181811,TX,35.9,10.8,30.5,4.9,,-0.099991
48419950200,TX,38.5,13.5,39.5,7.8,,0.681907
15003010904,HI,28.1,8.8,28.9,4.6,,-0.504922
29037060700,MO,39.7,10.8,35.0,6.6,,0.316835
37129011703,NC,27.2,10.8,36.9,7.1,,0.069229
48491020508,TX,30.3,5.0,20.7,2.2,,-1.133079
06037191204,CA,29.6,13.1,28.7,5.2,,-0.173109
19063070100,IA,39.8,12.3,37.4,8.2,,0.639839
39045030700,OH,42.6,9.9,33.1,5.7,,0.200733
41067032609,OR,28.1,5.0,19.1,2.6,,-1.196430
17099962600,IL,37.8,12.8,36.7,7.5,,0.514526
20177001300,KS,45.8,15.5,39.1,7.1,,0.908788
29183311132,MO,36.9,7.6,28.9,4.1,,-0.373705
40109105202,OK,51.8,27.9,58.8,10.6,,2.666968
40109108218,OK,31.7,7.1,27.0,3.1,,-0.708984
41067033102,OR,33.9,9.4,29.5,6.4,,-0.096555
34003032202,NJ,26.6,8.1,26.6,4.9,,-0.616066
20177003607,KS,34.4,8.3,29.4,4.2,,-0.382500
29023950600,MO,40.9,12.4,38.0,8.3,,0.703848
32031002801,NV,28.8,10.3,29.7,5.3,,-0.306844
48485013200,TX,38.5,12.8,37.1,5.8,,0.361105
17031460302,IL,46.8,19.6,43.3,7.1,,1.272602
18163010600,IN,38.2,10.1,33.8,6.1,,0.149418
27071790100,MN,37.5,11.6,35.6,7.1,,0.368041
42003515300,PA,39.4,14.3,39.2,8.1,,0.774394
22051025900,LA,38.5,11.7,36.7,5.7,,0.280402
29071800901,MO,37.2,9.7,31.7,6.0,,0.030647
45063021020,SC,37.4,9.2,30.2,4.8,,-0.162100
48201454200,TX,36.4,10.7,29.4,4.0,,-0.219240
08069001807,CO,24.4,6.8,24.9,4.5,,-0.838403
21145030100,KY,39.1,14.8,43.9,8.0,,0.912005
25023520100,MA,28.1,6.6,24.1,4.6,,-0.755488
32003004717,NV,37.9,13.6,31.9,5.9,,0.253574
01055010401,AL,37.6,10.9,35.4,6.2,,0.230332
13067030312,GA,29.5,9.9,32.5,5.2,,-0.241615
23027044000,ME,34.1,8.7,32.1,6.5,,-0.045387
35035000602,NM,33.3,11.7,35.6,6.8,,0.221744
47015960100,TN,37.4,13.3,38.8,7.7,,0.609783
06071009114,CA,42.8,11.5,27.8,4.2,,-0.017651
13137000400,GA,29.5,10.1,33.5,6.1,,-0.105615
41043020100,OR,37.1,9.1,28.9,5.7,,-0.114375
48355001400,TX,36.7,10.5,32.4,5.3,,0.002699
05119003604,AR,39.0,11.2,38.3,6.3,,0.377273
06037570800,CA,25.6,8.2,24.1,3.7,,-0.838497
26125128200,MI,28.2,6.3,27.8,4.5,,-0.676990
28049002100,MS,52.6,22.9,52.5,8.0,,1.965957
37183053517,NC,37.9,9.8,26.5,4.4,,-0.261777
42069112902,PA,32.3,9.9,30.7,6.2,,-0.103647
51019030300,VA,37.6,11.3,37.6,6.4,,0.334360
53033032006,WA,25.8,7.2,27.6,4.5,,-0.702506
06029000400,CA,42.0,15.3,35.8,7.9,,0.785645
06037534301,CA,34.7,12.6,24.0,4.1,,-0.304734
06061021034,CA,25.2,5.6,19.5,2.7,,-1.224682
39155920400,OH,47.6,15.2,39.1,7.8,,1.019716
41035970500,OR,37.9,14.7,39.7,9.6,,0.929752
53033032007,WA,25.5,6.0,23.8,3.5,,-0.988882
06013305000,CA,34.4,12.4,28.6,5.6,,-0.033782
10003000200,DE,42.7,14.8,40.9,5.3,,0.638156
42043021100,PA,50.2,18.0,42.4,7.0,,1.247748
55133200804,WI,32.4,8.7,33.4,6.1,,-0.100949
17031140500,IL,29.2,8.6,22.3,3.8,,-0.754072
25025000302,MA,17.1,4.6,17.3,2.9,,-1.547095
28049010201,MS,48.5,17.2,45.4,5.9,,1.120641
29155470500,MO,39.4,12.9,37.5,7.9,,0.630791
42011012400,PA,34.7,10.4,32.3,7.0,,0.122225
17029000200,IL,33.7,10.3,33.2,6.4,,0.048397
17097860906,IL,32.1,7.1,22.4,3.3,,-0.803429
32003003612,NV,32.6,11.6,34.7,5.9,,0.074008
13121002300,GA,43.6,21.7,51.4,7.5,,1.561907
34021003006,NJ,21.2,7.6,28.3,4.9,,-0.748806
47119010100,TN,31.3,11.4,35.8,6.7,,0.143696
48029140200,TX,41.9,16.5,34.0,6.6,,0.656063
06013352101,CA,19.0,6.4,21.0,3.8,,-1.196902
06037131200,CA,27.4,10.1,26.8,4.5,,-0.524354
06077001900,CA,42.1,16.8,32.2,6.9,,0.660415
15003007303,HI,20.6,1.0,8.1,0.6,,-2.144568
27053024005,MN,22.9,8.8,32.7,7.1,,-0.275965
48011950100,TX,34.6,11.6,37.8,7.4,,0.379302
01097005600,AL,38.8,13.6,39.0,7.4,,0.638523
02122000800,AK,33.3,10.4,35.6,6.9,,0.163129
06107000201,CA,37.3,15.3,28.8,5.6,,0.208947
08059009823,CO,24.9,5.8,21.4,3.3,,-1.104782
17197881001,IL,33.9,8.7,30.8,4.8,,-0.271442
17143005000,IL,52.9,23.1,47.9,9.1,,1.976964
23005001500,ME,24.8,5.7,23.4,4.2,,-0.959935
51059460300,VA,24.0,7.5,28.4,4.3,,-0.737041
09009140400,CT,39.9,13.4,32.1,5.1,,0.218391
36005015800,NY,28.3,9.9,26.7,5.2,,-0.436377
42051263100,PA,38.8,11.8,36.2,7.8,,0.508132
29183312094,MO,39.5,6.4,24.6,3.3,,-0.570009
05119003704,AR,36.8,9.5,34.8,5.5,,0.040303
08031002403,CO,25.5,8.0,24.2,3.8,,-0.838403
09009141600,CT,41.7,14.9,37.8,5.4,,0.540076
19179960700,IA,39.1,10.5,33.3,6.3,,0.204146
24021751203,MD,32.3,11.0,37.4,7.3,,0.260089
26125159000,MI,27.2,8.0,33.8,6.2,,-0.263885
51810045414,VA,34.2,8.9,26.3,3.4,,-0.528779
06073017014,CA,17.7,14.5,45.3,11.5,,0.707459
06077003311,CA,37.2,13.6,31.0,5.8,,0.197937
34029715200,NJ,36.9,7.7,21.5,3.4,,-0.649346
39035102300,OH,40.5,14.0,33.6,6.3,,0.439167
39131952300,OH,38.5,13.0,36.8,8.1,,0.612902
06037119341,CA,27.6,13.3,26.3,4.4,,-0.372407
13045911100,GA,32.3,11.4,37.3,6.8,,0.224467
13139001501,GA,37.5,10.9,36.0,6.1,,0.233279
13187960101,GA,35.4,11.8,37.0,6.7,,0.314593
26103001600,MI,30.3,8.7,33.5,6.6,,-0.103508
27053027002,MN,28.7,8.2,28.0,5.0,,-0.501528
48341950200,TX,37.3,11.6,30.0,5.2,,0.001133
48485012000,TX,29.7,8.4,29.8,5.1,,-0.401756
06071002601,CA,37.9,10.7,25.9,4.1,,-0.262851
24510260700,MD,29.8,8.0,25.6,4.7,,-0.580063
25025091800,MA,33.4,13.8,34.1,6.1,,0.219302
42043024104,PA,32.1,8.0,27.9,4.7,,-0.451100
53033029502,WA,25.9,8.3,25.7,3.9,,-0.758618
04021002300,AZ,37.2,13.3,34.8,7.5,,0.471573
35031944000,NM,45.3,18.8,35.1,9.1,,1.176970
40135030202,OK,42.7,16.0,44.5,9.4,,1.246663
41047002101,OR,32.9,8.8,30.5,5.7,,-0.205171
42011013100,PA,33.9,9.0,30.6,5.8,,-0.152510
06037602403,CA,31.2,10.3,24.5,3.4,,-0.588935
06071003401,CA,40.7,11.4,26.6,4.5,,-0.083269
34009021600,NJ,30.1,10.3,36.0,6.9,,0.078124
34023007703,NJ,30.2,7.7,26.3,4.0,,-0.641262
09007630100,CT,30.7,9.6,32.9,6.4,,-0.082394
29189219600,MO,28.3,8.6,31.6,5.9,,-0.294133
47187050103,TN,30.7,10.1,35.4,5.6,,-0.073154
06037534502,CA,35.1,14.1,25.9,4.7,,-0.095525
26125181400,MI,32.4,7.7,29.5,5.6,,-0.316680
53077940001,WA,40.4,12.8,31.3,6.1,,0.286788
10003000900,DE,52.9,21.4,47.2,7.0,,1.638998
32003003620,NV,29.2,7.0,24.2,2.9,,-0.884508
39017013100,OH,57.8,22.6,47.7,9.6,,2.137886
53053072107,WA,32.3,10.2,32.6,5.6,,-0.100032
55055101201,WI,33.8,8.9,33.1,6.1,,-0.058874
18057110807,IN,28.9,6.6,23.5,2.8,,-0.944631
37123960500,NC,42.2,16.0,40.4,8.2,,0.988728
45045002504,SC,36.5,12.3,36.0,6.1,,0.279722
01083020101,AL,38.1,11.2,36.0,6.2,,0.277168
08035014506,CO,25.1,5.9,24.5,3.6,,-0.975325
17031020602,IL,29.6,12.3,28.4,5.5,,-0.191634
39061027100,OH,47.6,24.9,54.3,10.3,,2.230332
39099811100,OH,38.9,12.2,34.2,8.0,,0.498604
06065044104,CA,37.3,12.3,31.0,6.3,,0.185536
45067950200,SC,40.4,16.0,43.3,7.3,,0.920448
48029151302,TX,43.2,17.3,34.3,6.7,,0.754832
48309000300,TX,29.2,2.2,11.6,1.0,,-1.696196
06065044520,CA,36.0,15.7,41.1,10.6,,1.076544
39035152703,OH,34.8,13.4,39.8,7.1,,0.504039
39129021401,OH,43.8,12.7,37.0,7.4,,0.676804
48439114007,TX,31.2,7.4,24.4,3.1,,-0.779187
06073014803,CA,21.6,8.4,25.8,5.6,,-0.688088
17043844901,IL,30.2,6.8,24.0,4.0,,-0.753088
30089000100,MT,31.9,12.4,37.9,8.6,,0.478384
34023006606,NJ,25.3,7.9,26.6,3.9,,-0.772064
37003040600,NC,35.0,9.3,31.3,5.6,,-0.107577
39057200900,OH,34.4,10.1,31.8,6.1,,-0.013769
22095070100,LA,39.6,10.7,36.4,5.4,,0.217319
25021420100,MA,27.6,9.3,28.6,4.6,,-0.500700
37023020302,NC,36.4,11.1,34.8,6.6,,0.233738
39035185104,OH,30.8,10.3,33.6,5.9,,-0.076981
40151954200,OK,36.3,9.7,34.2,6.3,,0.106939
42029304502,PA,31.7,6.4,24.2,4.0,,-0.726379
02188000100,AK,43.2,14.4,32.5,7.7,,0.658448
06037535603,CA,37.0,14.4,25.9,4.7,,-0.025614
26147651200,MI,35.6,9.4,33.5,5.9,,0.008282
34027043800,NJ,28.7,8.1,25.3,3.8,,-0.711829
01073010805,AL,30.8,9.1,35.1,5.3,,-0.164596
06059032056,CA,24.5,6.3,21.3,3.0,,-1.124716
17019000700,IL,39.9,12.3,33.6,5.0,,0.190342
21093000500,KY,47.2,14.5,39.5,7.2,,0.916989
27083360700,MN,36.3,11.4,35.7,8.0,,0.423696
35017964200,NM,31.5,11.9,34.8,7.4,,0.224282
48029130401,TX,47.2,20.4,38.7,8.0,,1.296814
17003957600,IL,42.4,13.6,38.5,7.8,,0.770136
19133960100,IA,39.7,12.0,37.0,8.5,,0.642423
27141030102,MN,40.0,7.3,25.2,4.3,,-0.382670
28151000300,MS,51.9,25.1,57.3,10.1,,2.424408
39015951201,OH,42.6,11.2,34.1,6.8,,0.417195
40145030102,OK,45.6,13.9,40.8,7.5,,0.908117
48113016617,TX,35.2,11.7,38.4,4.8,,0.136329
29183311801,MO,38.4,8.4,30.6,5.0,,-0.143711
36081001600,NY,28.2,10.9,24.3,4.1,,-0.571583
36081048000,NY,26.6,13.6,29.8,5.2,,-0.200986
48027022104,TX,41.6,11.4,30.4,4.4,,0.036717
37013930400,NC,42.6,17.1,45.2,9.4,,1.321999
39153507201,OH,43.8,12.8,36.3,7.2,,0.641059
47113001100,TN,54.4,23.7,53.0,8.6,,2.138670
48113015900,TX,40.6,13.7,32.9,5.9,,0.363197
51085320100,VA,34.1,10.1,32.8,5.4,,-0.070476
17031241500,IL,23.4,3.0,11.9,1.4,,-1.766240
42101024900,PA,43.1,21.0,46.3,8.2,,1.444905
48257050205,TX,34.6,7.6,27.2,3.8,,-0.518575
55133201503,WI,33.8,8.1,30.9,5.2,,-0.260187
08013013402,CO,20.6,7.7,24.8,4.6,,-0.890005
11001007708,DC,40.5,18.8,47.1,7.1,,1.156506
20169000100,KS,38.5,12.2,39.4,7.6,,0.587987
29027070400,MO,36.2,9.6,29.0,5.6,,-0.121256
48439101402,TX,43.2,15.4,34.6,5.9,,0.574872
06037535804,CA,35.9,13.5,24.7,4.2,,-0.192374
06081607300,CA,21.5,9.3,29.6,5.2,,-0.580907
19153010705,IA,34.9,6.7,26.1,4.1,,-0.556105
42003473200,PA,26.8,7.1,27.4,5.2,,-0.609121
42129806900,PA,33.9,10.4,33.6,7.1,,0.146409
44007010200,RI,31.9,10.4,32.9,6.8,,0.037759
48091310607,TX,30.8,11.7,38.6,7.3,,0.288207
28001000800,MS,43.3,16.4,46.5,7.3,,1.112740
45065920100,SC,30.9,16.1,49.5,9.8,,1.099316
51069050600,VA,33.5,9.5,33.7,5.2,,-0.116297
17197880502,IL,33.9,8.0,29.1,4.5,,-0.388488
26125142000,MI,45.3,15.3,41.6,7.4,,0.985737
36081018300,NY,24.3,9.4,23.6,4.0,,-0.792570
48119950100,TX,35.7,11.7,37.9,7.2,,0.396921
04013422403,AZ,29.9,8.4,26.4,4.6,,-0.544530
04013319705,AZ,31.5,8.4,24.5,4.3,,-0.584343
06041106001,CA,20.7,7.1,24.2,4.8,,-0.914166
32003000402,NV,41.0,15.4,34.9,6.4,,0.575020
36021000700,NY,30.8,11.7,33.8,7.0,,0.122654
38071957800,ND,36.8,9.3,29.7,6.0,,-0.057493
06061021129,CA,28.3,7.5,24.0,4.3,,-0.737034
13021013411,GA,29.4,6.7,25.3,3.3,,-0.821003
25013811301,MA,34.6,10.8,33.1,6.7,,0.130397
36047029400,NY,22.8,15.5,37.3,10.7,,0.597062
39049000920,OH,48.4,18.6,42.0,7.4,,1.261054
39099812302,OH,39.5,12.8,35.1,7.9,,0.561774
42013101200,PA,33.6,12.2,37.0,8.6,,0.490966
53063004800,WA,27.2,8.8,28.9,5.3,,-0.454533
22079013600,LA,36.0,13.3,38.7,7.8,,0.578154
13115000201,GA,35.9,10.3,35.3,5.8,,0.103915
27043460500,MN,38.5,11.7,36.8,7.7,,0.500064
44003021300,RI,29.5,8.9,34.4,5.8,,-0.177324
02170001201,AK,35.3,7.6,29.2,5.1,,-0.302320
06037462800,CA,25.2,8.4,24.0,3.6,,-0.852770
17031842000,IL,25.4,9.1,24.8,4.1,,-0.733305
48061010203,TX,41.4,15.9,34.7,7.5,,0.726826
06033001000,CA,34.4,12.9,33.9,7.5,,0.345855
25013810901,MA,40.5,13.0,33.3,6.9,,0.442491
39035183401,OH,30.5,10.2,32.2,5.1,,-0.216385
17043846312,IL,30.6,5.8,20.5,3.0,,-1.000613
26099267600,MI,36.9,9.5,34.2,6.3,,0.113268
34039033700,NJ,26.0,8.3,24.6,4.4,,-0.732043
48029170800,TX,46.6,21.2,38.1,8.4,,1.349294
49035112619,UT,28.0,7.9,27.6,4.3,,-0.624405
01073014102,AL,37.9,12.5,39.8,7.1,,0.543863
06037554101,CA,32.1,10.5,23.3,3.5,,-0.575136
06037542000,CA,35.9,13.2,28.5,4.2,,-0.103095
17161020200,IL,37.9,10.9,33.3,6.3,,0.191488
34015501405,NJ,31.9,8.6,29.2,4.5,,-0.410376
35001004751,NM,29.3,8.6,26.9,3.9,,-0.612914
36093020300,NY,36.2,7.7,23.2,3.7,,-0.589553
06081609601,CA,21.0,7.7,26.6,4.3,,-0.861313
18019050605,IN,39.1,10.9,33.6,5.8,,0.179609
39035160200,OH,27.4,5.9,21.8,3.3,,-1.017458
48303010301,TX,38.6,10.7,30.8,5.2,,0.012081
06075026002,CA,18.3,10.8,28.8,5.7,,-0.559457
39095010300,OH,49.1,18.4,38.1,8.5,,1.281430
36067005200,NY,50.6,18.1,43.8,6.5,,1.249009
39095004000,OH,50.1,16.2,37.7,7.1,,1.029334
42133021712,PA,39.5,8.9,33.0,5.7,,0.056620
06041112202,CA,28.7,10.9,24.4,5.1,,-0.446187
06073018611,CA,23.0,8.7,23.0,4.1,,-0.872620
29071800602,MO,38.3,10.2,32.2,6.0,,0.102413
06037543304,CA,34.8,14.7,39.7,5.0,,0.342991
17201003500,IL,38.0,8.4,29.7,4.7,,-0.212530
36081059000,NY,33.6,12.9,36.5,4.5,,0.069884
06001427600,CA,25.2,9.7,24.5,3.7,,-0.758610
17197881010,IL,33.8,6.8,25.3,3.4,,-0.680038
