TractFIPS,StateAbbr,burden,resid,resilience_score,GEOID
42021001200,PA,0.875564,0.964658,-1.615216,42021001200
17167000501,IL,0.019427,0.154194,-0.258181,17167000501
24510070100,MD,0.859384,0.844916,-1.414721,24510070100
38035010300,ND,-1.444878,-1.828232,3.061177,38035010300
39095009800,OH,0.188546,-0.492552,0.824725,39095009800
45019002614,SC,-0.167154,-0.273811,0.458466,45019002614
27053125900,MN,-0.271375,0.186904,-0.312951,27053125900
34027045402,NJ,-0.358378,-0.023561,0.039451,34027045402
47093002000,TN,2.448201,1.737981,-2.910062,47093002000
06053011203,CA,-0.695833,-0.211765,0.354578,06053011203
10003000300,DE,0.751761,0.232044,-0.388532,10003000300
25015822000,MA,-2.270125,-1.718795,2.877937,25015822000
45083022303,SC,0.873227,0.225720,-0.377945,45083022303
05075470300,AR,0.871288,-0.301158,0.504257,05075470300
06073018700,CA,-2.092758,-1.937800,3.244636,06073018700
27053980000,MN,1.113286,1.054870,-1.766265,27053980000
51550021010,VA,-0.157426,-0.046276,0.077484,51550021010
24003740203,MD,-0.283462,-0.102244,0.171197,24003740203
26125171300,MI,0.764344,0.696606,-1.166392,26125171300
42087960900,PA,0.802495,0.865728,-1.449568,42087960900
36089490400,NY,0.111731,0.036187,-0.060591,36089490400
37067003311,NC,-0.466947,-0.416359,0.697149,37067003311
42011013800,PA,0.007110,0.100076,-0.167566,42011013800
45045001501,SC,-0.697745,-0.814044,1.363029,45045001501
39153505800,OH,0.638066,-0.260178,0.435640,39153505800
31003979700,NE,0.500575,0.395735,-0.662616,31003979700
36119001502,NY,-0.294366,-0.060107,0.100642,36119001502
42101008801,PA,-1.971091,-1.913049,3.203195,42101008801
24033803509,MD,0.034758,0.204364,-0.342186,24033803509
27053111400,MN,-1.022067,-0.563718,0.943885,27053111400
24033800516,MD,-0.171438,-0.001812,0.003033,24033800516
34013006600,NJ,0.509746,0.849889,-1.423047,34013006600
37077970703,NC,0.082778,-0.386981,0.647958,37077970703
39047926000,OH,0.832483,-0.025294,0.042353,39047926000
17031381400,IL,0.288838,0.475992,-0.796996,17031381400
33019975500,NH,-0.107417,0.140030,-0.234464,33019975500
42123970300,PA,0.416896,0.144824,-0.242492,42123970300
48291701300,TX,0.363278,0.080038,-0.134015,48291701300
48409010602,TX,-0.038290,-0.045396,0.076011,48409010602
06037264103,CA,-1.276919,-0.786763,1.317350,06037264103
06087110501,CA,-0.266858,0.204069,-0.341692,06087110501
13179010501,GA,0.581188,0.251076,-0.420400,13179010501
25003934300,MA,-0.078776,0.155607,-0.260547,25003934300
39043041400,OH,0.966988,0.627569,-1.050796,39043041400
41039003101,OR,-0.106049,0.271841,-0.455168,41039003101
42111021200,PA,0.356550,0.089559,-0.149956,42111021200
06029006004,CA,0.700868,0.356630,-0.597139,06029006004
06037406500,CA,-0.766302,-0.276158,0.462396,06037406500
09011870703,CT,-0.278075,0.089374,-0.149648,09011870703
26125167800,MI,-0.869042,-0.936780,1.568536,26125167800
28033070620,MS,-0.039156,-0.525076,0.879183,28033070620
36011040500,NY,0.356314,0.310946,-0.520646,36011040500
04013112511,AZ,-0.566189,-0.276284,0.462608,04013112511
05131001102,AR,0.212200,-0.144105,0.241288,05131001102
16027021903,ID,0.022779,-0.004737,0.007932,16027021903
26099256800,MI,0.222705,0.165254,-0.276700,26099256800
26117970300,MI,0.351501,-0.034533,0.057821,26117970300
34015500400,NJ,0.286703,0.109750,-0.183765,34015500400
48423000600,TX,0.204470,0.192111,-0.321669,48423000600
26163543500,MI,1.081920,0.999391,-1.673372,26163543500
31029961900,NE,0.329171,0.214172,-0.358607,31029961900
31109002500,NE,-0.199476,-0.023434,0.039238,31109002500
37087920700,NC,0.776037,0.497080,-0.832307,37087920700
19181021100,IA,-0.001112,-0.183283,0.306888,19181021100
26121000100,MI,0.321192,-0.260707,0.436525,26121000100
29095014903,MO,-0.090146,-0.502291,0.841032,29095014903
47037015200,TN,-0.182805,-0.355180,0.594711,47037015200
47037015501,TN,-0.416135,-0.588553,0.985469,47037015501
05007021001,AR,0.560692,-0.069127,0.115746,05007021001
17031750500,IL,0.401019,0.588103,-0.984715,17031750500
19153010406,IA,-0.530382,-0.380092,0.636422,19153010406
26031960600,MI,0.722791,0.369975,-0.619484,26031960600
26163558500,MI,-0.153450,-0.235630,0.394537,26163558500
16069960900,ID,0.262814,0.540329,-0.904722,16069960900
22115950500,LA,0.563897,-0.312202,0.522748,22115950500
40139950600,OK,0.559927,-0.093150,0.155970,40139950600
51760071002,VA,0.131411,0.161335,-0.270139,51760071002
25017326102,MA,-0.853552,-0.624334,1.045379,25017326102
29085470500,MO,1.356943,0.948500,-1.588161,29085470500
40021978000,OK,0.872411,0.069803,-0.116878,40021978000
17097864522,IL,-0.455279,-0.293742,0.491839,17097864522
18141001700,IN,1.770458,1.631478,-2.731733,18141001700
48061010900,TX,1.343934,1.471226,-2.463409,48061010900
04013104502,AZ,0.042122,-0.184132,0.308310,04013104502
06085501300,CA,-0.977783,-0.506242,0.847648,06085501300
06085503213,CA,-0.677899,-0.206333,0.345482,06085503213
18097342300,IN,0.489703,-0.148495,0.248639,18097342300
39161020300,OH,0.555277,-0.150920,0.252699,39161020300
24013507801,MD,-0.024291,-0.362962,0.607741,24013507801
34041031302,NJ,-0.421238,-0.091886,0.153853,34041031302
45013001102,SC,0.971517,0.546156,-0.914479,45013001102
51710004002,VA,-0.447542,-0.398682,0.667551,51710004002
55127001501,WI,-0.166244,0.089881,-0.150497,55127001501
04013071513,AZ,-0.352700,-0.062779,0.105117,04013071513
18089030200,IN,1.308765,1.189972,-1.992479,18089030200
21145031200,KY,-0.063620,-0.682003,1.141941,21145031200
26163568900,MI,0.389302,0.306745,-0.513612,26163568900
26163585600,MI,0.580862,-0.017891,0.029957,26163585600
35045000504,NM,0.078765,-0.083710,0.140163,35045000504
01073012802,AL,-0.334460,-0.811659,1.359035,01073012802
09001043100,CT,-0.782267,-0.410639,0.687571,09001043100
36059518400,NY,-0.759122,-0.502057,0.840639,36059518400
39081011402,OH,0.654552,-0.020707,0.034672,39081011402
55059000500,WI,0.390275,0.672981,-1.126834,55059000500
23017965500,ME,0.141424,-0.148134,0.248035,23017965500
25015822601,MA,-0.462083,-0.232420,0.389162,25015822601
26161402600,MI,-1.631215,-1.712574,2.867520,26161402600
55133203703,WI,-0.520865,-0.267183,0.447369,55133203703
17201003809,IL,0.315719,-0.078877,0.132071,17201003809
42029305600,PA,0.611237,0.180731,-0.302615,42029305600
06073014805,CA,-0.855517,-0.379134,0.634819,06073014805
06073008501,CA,-0.839453,-0.363066,0.607914,06073008501
06085504320,CA,-1.010208,-0.538681,0.901963,06085504320
48061014001,TX,1.648537,1.776079,-2.973852,48061014001
22067950500,LA,1.764695,0.907294,-1.519166,22067950500
06067000100,CA,-0.518778,-0.040065,0.067084,06067000100
24510190200,MD,-0.010190,-0.024663,0.041295,24510190200
36047037401,NY,-0.458887,-0.196900,0.329687,36047037401
06061023200,CA,-1.295485,-0.814458,1.363723,06061023200
13063040306,GA,-0.054031,-0.533841,0.893859,13063040306
42003260700,PA,-0.460248,-0.364328,0.610029,42003260700
48355003202,TX,-0.310880,-0.296871,0.497078,48355003202
55025010904,WI,-0.850841,-0.876976,1.468401,55025010904
34003019303,NJ,-0.865580,-0.521779,0.873662,34003019303
34029732103,NJ,-0.135177,0.198507,-0.332379,34029732103
18011810700,IN,-0.045816,-0.456353,0.764114,18011810700
24005403701,MD,0.147451,0.327979,-0.549166,24005403701
25023530500,MA,-0.304354,-0.272120,0.455635,25023530500
32003005837,NV,-0.686518,-0.492840,0.825208,32003005837
40087400400,OK,0.940939,0.308156,-0.515973,40087400400
04021000315,AZ,0.261206,0.031866,-0.053356,04021000315
24031703215,MD,-0.358014,-0.187585,0.314091,24031703215
25017301102,MA,-0.765217,-0.214396,0.358983,25017301102
30039961700,MT,0.246228,0.293148,-0.490845,30039961700
47037015618,TN,0.068887,-0.103564,0.173407,47037015618
51590001100,VA,1.650237,1.746053,-2.923578,51590001100
06085504102,CA,-0.737860,-0.266297,0.445886,06085504102
17031051300,IL,-1.593621,-1.406467,2.354978,17031051300
36047026700,NY,-0.182971,0.078947,-0.132189,36047026700
42017105009,PA,-0.170769,-0.080299,0.134452,42017105009
42013011002,PA,0.970207,0.546205,-0.914561,42013011002
06101050101,CA,0.073652,0.023039,-0.038576,06101050101
39095007002,OH,0.059746,-0.299772,0.501936,39095007002
44003021001,RI,-0.288827,0.026447,-0.044282,44003021001
53033005000,WA,-1.508334,-0.939729,1.573474,53033005000
13129970100,GA,0.234441,-0.076526,0.128134,13129970100
26125196500,MI,-0.503313,-0.570855,0.955835,26125196500
21193970900,KY,1.634897,0.997647,-1.670452,21193970900
24003740400,MD,-0.250727,-0.069631,0.116590,24003740400
37037020600,NC,0.635030,-0.140522,0.235289,37037020600
48113013902,TX,-0.131748,-0.024303,0.040693,48113013902
06013346101,CA,-0.741648,-0.242263,0.405644,06013346101
27039950100,MN,-0.435066,-0.292916,0.490456,27039950100
38089963400,ND,-0.057049,0.054321,-0.090955,38089963400
48027020401,TX,0.532263,0.156507,-0.262054,48027020401
24031703702,MD,-0.705523,-0.535052,0.895886,24031703702
34013004801,NJ,0.565106,0.905108,-1.515506,34013004801
37189920500,NC,-1.622004,-1.618815,2.710532,37189920500
06037481101,CA,-0.511270,-0.021205,0.035506,06037481101
06037574602,CA,-0.025251,0.464820,-0.778290,06037574602
55079007400,WI,-1.666157,-1.391862,2.330524,55079007400
46099001107,SD,-0.314936,-0.134259,0.224803,46099001107
04013420603,AZ,-0.291778,-0.001994,0.003339,04013420603
35017964300,NM,0.023810,-0.322983,0.540801,35017964300
36119014607,NY,-0.865095,-0.630813,1.056229,36119014607
39023001102,OH,1.204204,0.872482,-1.460876,39023001102
48201310400,TX,1.233569,0.790671,-1.323893,48201310400
56041975200,WY,-0.431524,-0.264714,0.443236,56041975200
09005300100,CT,-0.233733,-0.185157,0.310025,09005300100
21023950300,KY,0.470847,-0.100750,0.168695,21023950300
26163524000,MI,0.625632,0.543381,-0.909834,26163524000
30093000100,MT,0.484131,0.831624,-1.392465,30093000100
37183052903,NC,-0.474580,-0.469009,0.785305,37183052903
39055310900,OH,0.309039,-0.356583,0.597059,39055310900
08005084000,CO,-0.969853,-0.083709,0.140161,08005084000
15003006402,HI,-0.654111,0.066534,-0.111404,15003006402
37073970100,NC,0.524142,-0.265798,0.445050,37073970100
42021013300,PA,0.177139,-0.054888,0.091904,42021013300
44003022400,RI,-0.328294,-0.012921,0.021636,44003022400
48027023103,TX,0.532527,0.156783,-0.262516,48027023103
53077940005,WA,0.051915,0.603568,-1.010610,53077940005
04009961201,AZ,-0.735507,-0.444387,0.744078,04009961201
08013013602,CO,-0.744261,-0.182592,0.305731,08013013602
26081012800,MI,0.096953,0.046736,-0.078254,26081012800
39049004900,OH,0.880666,0.538996,-0.902490,39049004900
06085512052,CA,-0.984106,-0.512565,0.858236,06085512052
18089040700,IN,0.040658,-0.078135,0.130829,18089040700
27109002300,MN,-0.537820,-0.101106,0.169292,27109002300
08039961209,CO,-0.699199,-0.147887,0.247622,08039961209
06053010605,CA,-0.916533,-0.432433,0.724062,06053010605
13119890200,GA,0.491479,0.184347,-0.308669,13119890200
22071005604,LA,-1.193112,-1.535653,2.571286,22071005604
35031945400,NM,-0.041838,0.122492,-0.205100,35031945400
48201555402,TX,0.047710,-0.395576,0.662349,48201555402
06087120600,CA,-0.701801,-0.230902,0.386621,06087120600
26049012907,MI,-0.061101,-0.420652,0.704336,26049012907
51153900404,VA,-0.066714,0.197018,-0.329885,51153900404
53053061700,WA,-0.198702,0.362553,-0.607056,53053061700
06037302102,CA,-0.810895,-0.320717,0.537005,06037302102
08069001010,CO,-0.347414,0.514135,-0.860864,08069001010
06073008333,CA,-1.480966,-1.004599,1.682092,06073008333
06085507905,CA,-1.198081,-0.726526,1.216490,06085507905
06099003100,CA,0.073457,0.218364,-0.365626,06099003100
09001210200,CT,-0.904462,-0.532925,0.892325,09001210200
37067001000,NC,-0.430849,-0.896530,1.501142,37067001000
48201422402,TX,0.016005,0.089318,-0.149553,48201422402
45023020100,SC,1.416540,1.308390,-2.190758,45023020100
47079969400,TN,1.117763,0.412553,-0.690775,47079969400
04013061401,AZ,0.579102,0.869041,-1.455116,04013061401
06037113237,CA,-0.420073,0.070134,-0.117432,06037113237
16045960100,ID,0.217270,0.182517,-0.305604,16045960100
37119002002,NC,-0.570705,-0.540329,0.904722,37119002002
48201554501,TX,-0.810652,-0.737600,1.235032,48201554501
42101017500,PA,1.149809,1.208103,-2.022838,42101017500
15003008917,HI,-0.862910,-0.142142,0.238002,15003008917
19163013705,IA,-0.176331,-0.029882,0.050035,19163013705
25017335302,MA,-0.717929,-0.167191,0.279944,25017335302
26071000400,MI,0.749852,0.381798,-0.639279,26071000400
28059040201,MS,0.096880,-0.720273,1.206019,28059040201
55085970601,WI,0.233292,0.184345,-0.308665,55085970601
39151710300,OH,0.605971,0.224292,-0.375553,39151710300
48121021527,TX,-0.878978,-0.774859,1.297417,48121021527
21083020900,KY,0.480628,-0.113705,0.190386,21083020900
06071007603,CA,0.483326,0.444258,-0.743862,06071007603
06037403324,CA,-0.860501,-0.370401,0.620196,06037403324
06043000301,CA,0.375629,0.542166,-0.907798,06043000301
16001000702,ID,-0.745220,-0.762799,1.277225,16001000702
06085508602,CA,-1.239247,-0.767701,1.285433,06085508602
09001060700,CT,-1.441581,-1.070065,1.791708,09001060700
17097864205,IL,-0.753146,-0.591597,0.990565,17097864205
36067004600,NY,-0.099193,0.154941,-0.259432,36067004600
37081013800,NC,1.687640,1.732860,-2.901487,37081013800
47157005300,TN,2.465956,2.247142,-3.762597,47157005300
49041975400,UT,0.182517,0.558099,-0.934477,49041975400
53033032401,WA,-1.075544,-0.827754,1.385985,53033032401
23009965100,ME,0.158493,-0.449524,0.752679,23009965100
32003002964,NV,-0.159808,0.034244,-0.057338,32003002964
48497150603,TX,0.254816,-0.107564,0.180105,48497150603
55025002100,WI,-1.039946,-0.744927,1.247299,55025002100
20091052803,KS,-0.447290,-0.467912,0.783469,20091052803
27053026815,MN,-0.712263,-0.253751,0.424879,27053026815
32003005830,NV,-0.884712,-0.690636,1.156395,32003005830
51153901228,VA,-0.491286,-0.227302,0.380593,51153901228
08101001100,CO,0.511452,0.844444,-1.413931,08101001100
25021422700,MA,-0.462271,0.086927,-0.145549,25021422700
26087331000,MI,0.365263,-0.008850,0.014818,26087331000
36065026700,NY,0.347885,0.281625,-0.471550,36065026700
39049008164,OH,0.095761,-0.245939,0.411798,39049008164
47137925100,TN,1.177548,0.644815,-1.079674,47137925100
47157021540,TN,-0.716082,-0.934954,1.565479,47157021540
53041971100,WA,0.077424,0.322020,-0.539188,53041971100
10001042201,DE,0.015321,0.012534,-0.020987,10001042201
48201251700,TX,0.076379,0.149677,-0.250618,48201251700
13207050101,GA,0.520307,0.179526,-0.300596,13207050101
40109109001,OK,0.238375,-0.402787,0.674423,40109109001
42129803000,PA,-0.197966,-0.151017,0.252861,42129803000
40143007515,OK,-0.181704,-0.515009,0.862328,40143007515
08031003601,CO,-0.661257,0.214938,-0.359890,08031003601
48201413000,TX,-0.886075,-0.813109,1.361463,48201413000
48485012300,TX,-0.419759,-0.456266,0.763968,48485012300
49035113539,UT,-0.699201,0.000292,-0.000488,49035113539
04013093001,AZ,0.223431,0.513321,-0.859500,04013093001
06037102103,CA,-0.716813,-0.226582,0.379387,06037102103
19153004702,IA,-0.216375,-0.582375,0.975124,19153004702
39037555102,OH,0.751389,-0.102151,0.171040,39037555102
48029161503,TX,0.659497,0.799045,-1.337914,48029161503
04013104801,AZ,-0.281280,0.008624,-0.014439,04013104801
29097011500,MO,0.101367,-0.311446,0.521482,29097011500
31055007405,NE,-0.456578,-0.259971,0.435293,31055007405
41005020800,OR,-0.342396,-0.467523,0.782817,41005020800
35005001400,NM,0.510886,-0.151851,0.254258,35005001400
48113018900,TX,-0.155123,-0.047983,0.080342,48113018900
24021751201,MD,-0.486358,-0.312195,0.522737,24021751201
01069040600,AL,2.103501,1.627836,-2.725636,01069040600
24025303502,MD,-0.437990,-0.265193,0.444037,24025303502
36081015100,NY,-1.011878,-0.762831,1.277278,36081015100
26163584000,MI,-0.195378,-0.277697,0.464974,26163584000
39049006810,OH,-0.586951,-0.928800,1.555175,39049006810
42017100900,PA,-0.464469,-0.374003,0.626227,42017100900
48491020708,TX,-0.853373,-0.892055,1.493650,48491020708
18089031000,IN,2.023782,1.905072,-3.189838,18089031000
04013610800,AZ,-1.343143,-1.053434,1.763861,04013610800
09001060100,CT,-0.683191,-0.311615,0.521766,09001060100
25025130100,MA,-0.998304,-0.450524,0.754354,25025130100
51149850501,VA,0.088836,0.033209,-0.055605,51149850501
54051020800,WV,0.918899,-0.086716,0.145197,54051020800
25025100900,MA,-0.352161,0.195493,-0.327332,25025100900
28035010600,MS,0.582896,-0.741481,1.241530,28035010600
29171960100,MO,0.820295,0.378686,-0.634069,29171960100
31055007464,NE,0.075991,0.272728,-0.456653,31055007464
36047056600,NY,-0.700160,-0.437920,0.733250,36047056600
48141000111,TX,0.022921,0.119176,-0.199548,48141000111
06037531901,CA,-0.035572,0.454499,-0.761009,06037531901
26163537200,MI,1.396515,1.314181,-2.200454,26163537200
34017012900,NJ,-0.421639,-0.083006,0.138984,34017012900
36047030300,NY,-0.021919,0.240376,-0.402484,36047030300
08031004107,CO,-1.597849,-0.721682,1.208378,08031004107
17043845704,IL,-0.373773,-0.191463,0.320585,17043845704
26125125000,MI,-0.176965,-0.565588,0.947016,26125125000
36061022900,NY,-0.350008,-0.093331,0.156272,36061022900
36081007100,NY,-1.214893,-0.966195,1.617789,36081007100
51153901208,VA,0.396116,0.660122,-1.105304,51153901208
32003001710,NV,0.319920,0.513711,-0.860154,32003001710
48201510300,TX,-0.952363,-0.879102,1.471961,48201510300
13047030201,GA,0.146652,0.189235,-0.316854,13047030201
27053109800,MN,-1.008087,-0.549906,0.920758,27053109800
55009001000,WI,-0.311901,-0.010398,0.017410,55009001000
26125166500,MI,-0.403647,-0.470910,0.788489,26125166500
23011023001,ME,0.187444,0.416627,-0.697596,23011023001
32003005822,NV,-1.037668,-0.843974,1.413143,32003005822
05141460200,AR,1.387414,0.189483,-0.317269,05141460200
06085512032,CA,-0.923649,-0.452086,0.756970,06085512032
22051023903,LA,-0.035189,-0.369903,0.619363,22051023903
39015951500,OH,0.632129,-0.018010,0.030155,39015951500
55063000600,WI,-0.311202,-0.030898,0.051736,55063000600
37031970502,NC,-0.123241,-0.059402,0.099463,37031970502
39035177406,OH,-0.300580,-0.637013,1.066609,39035177406
44003022300,RI,0.383407,0.698891,-1.170218,44003022300
37155960701,NC,0.872956,0.567838,-0.950783,37155960701
41029002800,OR,0.147701,0.208118,-0.348472,41029002800
06035040100,CA,0.248719,-0.097835,0.163815,06035040100
09009346101,CT,-0.314684,0.053724,-0.089956,09009346101
27007450701,MN,-0.279119,-0.319297,0.534628,27007450701
48113018136,TX,-0.417346,-0.310037,0.519123,48113018136
08101000600,CO,0.233558,0.566498,-0.948540,08101000600
17031838000,IL,0.516305,0.703147,-1.177344,17031838000
24003731309,MD,-0.200293,-0.019110,0.031998,24003731309
40031002301,OK,0.368488,-0.242713,0.406397,40031002301
17031816200,IL,-0.012140,0.174862,-0.292787,17031816200
37119005909,NC,-0.719757,-0.689249,1.154073,37119005909
48113014309,TX,-0.304123,-0.197035,0.329913,48113014309
48187210604,TX,-0.258719,-0.501461,0.839642,48187210604
01069041500,AL,1.853756,0.861920,-1.443192,01069041500
34025806600,NJ,-0.559948,-0.224987,0.376716,34025806600
05063490200,AR,0.367886,-0.283704,0.475032,05063490200
13005970201,GA,0.879966,0.616750,-1.032682,13005970201
32003005108,NV,-0.420245,-0.226437,0.379145,32003005108
36055011501,NY,-0.423591,-0.164623,0.275643,36055011501
36081136700,NY,-0.413553,-0.164476,0.275397,36081136700
47165020102,TN,0.515806,-0.027234,0.045600,47165020102
48339693000,TX,0.104046,-0.197418,0.330554,48339693000
06037262706,CA,-0.651547,-0.161395,0.270238,06037262706
17179021604,IL,-0.352378,-0.222254,0.372140,17179021604
39099812603,OH,0.203731,-0.157951,0.264472,39099812603
48051970200,TX,0.248469,0.057930,-0.096997,48051970200
51083930600,VA,1.337210,1.112503,-1.862766,51083930600
02122001300,AK,-0.089141,0.161016,-0.269604,02122001300
06077005127,CA,-0.602145,-0.127347,0.213228,06077005127
13121003200,GA,-1.538238,-1.524303,2.552280,13121003200
19103001400,IA,-0.473252,-0.303614,0.508369,19103001400
35001003400,NM,0.349031,0.525220,-0.879424,35001003400
49035111306,UT,-0.977339,-0.277698,0.464975,49035111306
20173009504,KS,0.041696,-0.010470,0.017530,20173009504
34003054100,NJ,-0.051277,0.292849,-0.490344,34003054100
06037900300,CA,-0.414689,-0.440922,0.738276,06037900300
26163578500,MI,0.525306,-0.073336,0.122793,26163578500
34025805300,NJ,-0.270947,0.064000,-0.107161,34025805300
42003564100,PA,-0.580610,-0.484921,0.811948,42003564100
51087200123,VA,0.014017,-0.212770,0.356261,51087200123
01089000702,AL,1.934887,1.451517,-2.430409,01089000702
55027960200,WI,-0.254156,-0.281035,0.470564,55027960200
06037621400,CA,-1.033662,-0.543611,0.910218,06037621400
13225040301,GA,0.489130,0.141410,-0.236776,13225040301
20091052418,KS,-0.490222,-0.510659,0.855043,20091052418
35045000608,NM,-0.275415,-0.437810,0.733066,35045000608
47011011300,TN,0.491713,0.329302,-0.551380,47011011300
26073000200,MI,0.156717,-0.211771,0.354588,26073000200
34041031602,NJ,-0.252242,-0.244514,0.409412,34041031602
42081000800,PA,-1.136213,-1.586402,2.656259,42081000800
36047095800,NY,-0.361767,-0.099819,0.167137,36047095800
36013035901,NY,-0.013157,-0.253951,0.425214,36013035901
22067950800,LA,2.098000,1.240509,-2.077098,22067950800
55073000700,WI,0.248441,0.008747,-0.014645,55073000700
01095030300,AL,0.246837,-0.560285,0.938137,01095030300
06001422100,CA,-0.713038,-0.209007,0.349960,06001422100
06099000907,CA,0.014966,0.481326,-0.805929,06099000907
27003051102,MN,0.331057,0.292658,-0.490024,27003051102
31109002800,NE,-0.540416,-0.364709,0.610666,31109002800
53015000601,WA,0.272109,0.848412,-1.420574,53015000601
53071920801,WA,-0.246005,0.308349,-0.516297,53071920801
05143011103,AR,0.168442,-1.030066,1.724735,05143011103
06037535902,CA,-0.396475,0.093574,-0.156679,06037535902
17043841706,IL,-0.698859,-0.516628,0.865039,17043841706
23011020500,ME,0.244343,0.152049,-0.254590,23011020500
42129802700,PA,0.089585,-0.379732,0.635821,42129802700
55075960100,WI,0.267963,0.222497,-0.372547,55075960100
35043010722,NM,-0.415448,-0.577048,0.966205,35043010722
53015000502,WA,0.291947,0.351564,-0.588655,53015000502
01073000800,AL,2.666292,1.672926,-2.801134,01073000800
06037502802,CA,0.796628,0.770518,-1.290149,06037502802
54101970300,WV,1.300082,0.274992,-0.460444,54101970300
06037532303,CA,-0.076630,-0.102718,0.171991,06037532303
48113016625,TX,-0.315710,-0.208472,0.349064,48113016625
51760061000,VA,-0.449034,-0.934900,1.565389,51760061000
17111871207,IL,-0.716709,-0.560640,0.938731,17111871207
17179021701,IL,-0.313499,-0.504919,0.845432,17179021701
36055011203,NY,-0.251454,0.007456,-0.012484,36055011203
47017962300,TN,0.863397,0.376908,-0.631092,47017962300
25017314101,MA,-0.593285,-0.042616,0.071356,25017314101
40101000600,OK,1.002395,0.169120,-0.283173,40101000600
46033965200,SD,0.450193,0.334777,-0.560548,46033965200
53033032211,WA,-1.391623,-0.822332,1.376906,53033032211
04013320001,AZ,-1.219809,-0.929967,1.557130,04013320001
13121010121,GA,-0.592846,-0.579018,0.969503,13121010121
17031809300,IL,-0.814582,-0.627692,1.051002,17031809300
39029951500,OH,0.695410,-0.155128,0.259746,39029951500
08031003703,CO,-1.562679,-0.686500,1.149471,08031003703
17063000200,IL,-0.137222,0.037612,-0.062977,17063000200
18097360201,IN,0.699168,0.577173,-0.966414,18097360201
36081088400,NY,-0.291677,-0.042894,0.071821,36081088400
42071012700,PA,-0.130427,-0.382116,0.639812,42071012700
44001030902,RI,-0.398607,-0.082203,0.137640,44001030902
55059002602,WI,-0.365466,-0.083543,0.139884,55059002602
01125010500,AL,1.482443,0.468981,-0.785259,01125010500
06059088602,CA,-0.646366,-0.164640,0.275671,06059088602
17137952100,IL,0.479708,0.109611,-0.183532,17137952100
42037050200,PA,0.457074,0.218648,-0.366102,42037050200
48339693300,TX,-0.202106,-0.182615,0.305770,48339693300
06037401203,CA,-0.513668,-0.023569,0.039464,06037401203
06059063008,CA,0.032664,0.514439,-0.861372,06059063008
20173003000,KS,0.617556,0.049260,-0.082481,20173003000
29510102500,MO,-0.348256,-0.599377,1.003592,29510102500
48201332100,TX,1.316603,1.389526,-2.326611,48201332100
05119004213,AR,-0.526420,-1.199467,2.008378,05119004213
06067005001,CA,0.288270,0.766933,-1.284147,06067005001
06073017810,CA,-0.684994,-0.208608,0.349291,06073017810
26163505400,MI,1.152083,1.069595,-1.790921,26163505400
06067006300,CA,0.349876,0.828567,-1.387346,06067006300
26125184700,MI,-0.916788,-0.984344,1.648178,26125184700
13121005800,GA,0.557936,0.571899,-0.957584,13121005800
33009960900,NH,-0.253233,-0.001832,0.003068,33009960900
48013960402,TX,0.151439,0.296916,-0.497153,48013960402
06037131100,CA,-0.424834,0.065420,-0.109539,06037131100
06037702102,CA,-0.901198,-0.411212,0.688530,06037702102
06073016613,CA,-0.739563,-0.263220,0.440734,06073016613
09003430302,CT,-0.181867,0.188827,-0.316170,09003430302
16067970100,ID,0.081125,0.037750,-0.063208,16067970100
39077916100,OH,0.534393,-0.140062,0.234518,39077916100
48201530100,TX,0.119564,0.192700,-0.322655,48201530100
22015011002,LA,0.058700,-0.262046,0.438767,22015011002
41039004700,OR,-0.539134,-0.161368,0.270194,41039004700
21017030300,KY,0.425908,-0.143074,0.239562,21017030300
13241970100,GA,0.943907,0.589556,-0.987147,13241970100
13215010701,GA,1.167542,0.629091,-1.053346,13215010701
44007014502,RI,-0.058844,0.254849,-0.426718,44007014502
32003003102,NV,0.254624,0.448424,-0.750838,32003003102
34013014800,NJ,-0.717206,-0.376938,0.631141,34013014800
45063021009,SC,-0.133137,-0.256711,0.429835,45063021009
47055920700,TN,0.511044,0.010159,-0.017011,47055920700
06037241400,CA,0.171315,0.661515,-1.107636,06037241400
06113010203,CA,0.507473,0.968369,-1.621429,06113010203
40109108204,OK,0.081457,-0.238600,0.399510,40109108204
42073011500,PA,0.203313,-0.049159,0.082311,42073011500
31109002900,NE,-0.661853,-1.002371,1.678362,31109002900
06037143602,CA,-0.880155,-0.389962,0.652950,06037143602
13135050709,GA,0.076781,0.085292,-0.142812,13135050709
29113810400,MO,0.462109,0.043052,-0.072086,29113810400
48441011400,TX,0.283141,0.263558,-0.441299,48441011400
51059440800,VA,-0.432791,-0.132269,0.221471,51059440800
36047064400,NY,-0.936224,-0.674389,1.129191,36047064400
38015011002,ND,-0.817457,-0.998149,1.671293,38015011002
48085031658,TX,-1.350420,-1.232304,2.063361,48085031658
06037910501,CA,0.304773,0.794670,-1.330589,06037910501
25017333100,MA,-0.421969,0.128687,-0.215473,25017333100
29029950600,MO,0.294496,-0.092304,0.154553,29029950600
37191001302,NC,0.472111,0.474733,-0.794890,37191001302
53033023801,WA,-1.236348,-0.667437,1.117550,53033023801
06013311000,CA,-0.491081,0.008367,-0.014010,06013311000
21213970400,KY,0.491215,0.167777,-0.280924,21213970400
25023545400,MA,0.186342,0.413129,-0.691739,25023545400
25027732802,MA,-0.341756,0.204937,-0.343146,25027732802
35013001801,NM,0.226037,-0.118682,0.198719,35013001801
