TractFIPS,StateAbbr,burden,resilience_score_old,resilience_score_new,score_change,old_class,new_class,class_changed
49035113410,UT,-0.1323,-0.949617,-0.16827669064768894,0.7813403093523111,expected,expected,False
20111000800,KS,0.363354,-0.022909,-0.2710346778475381,-0.24812567784753808,expected,expected,False
24017850901,MD,0.542374,-1.20247,-0.5890086697408431,0.6134613302591568,expected,expected,False
04015951502,AZ,0.838277,-1.348987,-1.9290874114210403,-0.5801004114210404,expected,vulnerable,True
06045011102,CA,0.089874,-0.428058,0.29185978529739903,0.719917785297399,expected,expected,False
54089000500,WV,1.735481,-1.198236,-0.5783586278189424,0.6198773721810577,expected,expected,False
27047180100,MN,0.021212,-0.269106,-0.5967167190993444,-0.3276107190993444,expected,expected,False
06067009007,CA,-0.261195,-0.364183,0.30301721807755644,0.6672002180775565,expected,expected,False
49057200300,UT,-0.410874,0.39523,0.6886074621398269,0.2933774621398269,expected,expected,False
06029003807,CA,-0.500795,0.012411,-0.4272934076480083,-0.43970440764800833,expected,expected,False
39143960900,OH,0.456422,0.407424,0.097141126738659,-0.310282873261341,expected,expected,False
06037197300,CA,-0.935679,0.745866,0.4386128403800956,-0.3072531596199044,expected,expected,False
06111007514,CA,-0.707836,0.412173,-0.015049923183216154,-0.42722292318321614,expected,expected,False
08059011725,CO,-0.879574,0.023855,-0.3312570205155611,-0.3551120205155611,expected,expected,False
39135440100,OH,0.488374,0.348397,0.03352085917996758,-0.31487614082003246,expected,expected,False
42045401401,PA,-0.685732,1.014764,0.863392284951791,-0.151371715048209,expected,expected,False
48339691602,TX,-0.191943,0.288687,1.0523811080025054,0.7636941080025054,expected,expected,False
01057020000,AL,0.853128,-0.101622,0.6886957373849516,0.7903177373849516,expected,expected,False
17031390700,IL,-0.308167,0.202834,-0.15728179642797444,-0.3601157964279744,expected,expected,False
23011015500,ME,0.024595,0.113413,-0.18585055601049905,-0.29926355601049903,expected,expected,False
54003971900,WV,0.128861,1.436643,1.413231665273795,-0.023411334726204824,expected,expected,False
05083950500,AR,1.255418,-0.671608,-0.6335959061201455,0.03801209387985449,expected,expected,False
17005951200,IL,0.338507,-0.358235,-0.7570242690080501,-0.39878926900805006,expected,expected,False
26115833300,MI,0.206182,-0.238034,-0.6933361329397029,-0.4553021329397029,expected,expected,False
35035000306,NM,0.129605,-0.489779,-0.9610456455481938,-0.4712666455481938,expected,expected,False
18057111003,IN,-0.239736,0.579765,0.3782298943202369,-0.20153510567976307,expected,expected,False
17031823705,IL,-0.233944,0.078725,0.902314288362867,0.8235892883628669,expected,expected,False
24510090700,MD,0.950972,-1.568005,-1.4025763363640973,0.1654286636359028,expected,expected,False
37195000501,NC,0.104545,-0.176611,-0.6564529934286782,-0.4798419934286783,expected,expected,False
47163043302,TN,0.692722,0.074508,0.1656086497138765,0.0911006497138765,expected,expected,False
55079050101,WI,-0.262918,-0.019048,-0.310032733943085,-0.290984733943085,expected,expected,False
26121003600,MI,-0.112469,0.836431,0.6289993483201637,-0.20743165167983635,expected,expected,False
39035120701,OH,1.947296,-2.696897,-2.35184807504594,0.3450489249540598,vulnerable,vulnerable,False
40023967000,OK,0.868381,-0.435358,-0.7852536766045021,-0.34989567660450205,expected,expected,False
42007601800,PA,0.134459,-0.383018,-0.7697064528183237,-0.3866884528183237,expected,expected,False
08001008537,CO,-0.975795,0.147351,-0.13966945902442282,-0.28702045902442286,expected,expected,False
40031002004,OK,0.131266,0.803209,0.6824307726169817,-0.12077822738301824,expected,expected,False
44009050801,RI,-0.142539,-0.285833,-0.6367437745269446,-0.35091077452694464,expected,expected,False
06037501200,CA,-0.583097,0.155703,-0.2634202460113213,-0.41912324601132134,expected,expected,False
06095252104,CA,-0.788256,0.536639,0.14507595053579872,-0.3915630494642013,expected,expected,False
51810044807,VA,-0.705636,1.163918,1.8175162896246742,0.6535982896246741,expected,resilient,True
54039000800,WV,1.490526,-1.357896,-0.7784869070982176,0.5794090929017824,expected,expected,False
28121020206,MS,-0.186062,1.181881,0.9511782437727305,-0.23070275622726943,expected,expected,False
42013101100,PA,0.201118,-0.49087,-0.9024325236494083,-0.4115625236494083,expected,expected,False
06059021810,CA,-0.61697,0.226378,-0.19597503685334816,-0.42235303685334813,expected,expected,False
06085503208,CA,-0.878532,0.681411,1.5322092909956808,0.8507982909956808,expected,expected,False
29510114300,MO,-0.789619,1.742583,1.4380886765283054,-0.3044943234716946,resilient,expected,True
42095014500,PA,0.046859,-0.180069,0.6120986504111171,0.7921676504111171,expected,expected,False
27127750400,MN,0.236781,-0.577449,-1.0259404752760959,-0.4484914752760959,expected,expected,False
10003014000,DE,-0.242061,1.275568,1.6815341906695251,0.4059661906695251,expected,resilient,True
32003005842,NV,-0.66884,0.795618,0.5785128412869629,-0.21710515871303715,expected,expected,False
36005028700,NY,-0.459804,0.303798,1.1672758001626105,0.8634778001626104,expected,expected,False
04013082026,AZ,-0.916511,1.04914,0.8770430545720244,-0.1720969454279756,expected,expected,False
01117030305,AL,-0.224168,1.202821,0.9384753167631341,-0.2643456832368658,expected,expected,False
17031150402,IL,-0.641729,0.760986,0.5068801867784677,-0.25410581322153236,expected,expected,False
19153004501,IA,0.085174,-0.394257,0.4669051712642772,0.8611621712642772,expected,expected,False
23011018000,ME,0.014337,0.130355,-0.165425646627141,-0.295780646627141,expected,expected,False
36111950900,NY,0.105123,-0.034521,-0.4770815700177835,-0.4425605700177835,expected,expected,False
42079210100,PA,-0.002713,-0.106621,-0.4965805345170961,-0.3899595345170961,expected,expected,False
45083021803,SC,-0.140644,0.45538,0.14495922864719848,-0.31042077135280155,expected,expected,False
17163501200,IL,2.324824,-4.120492,-4.192499957400084,-0.0720079574000847,vulnerable,vulnerable,False
25009211100,MA,-0.139099,-0.694614,-1.1542929855275303,-0.4596789855275304,expected,expected,False
17031710400,IL,0.924516,-1.860973,-1.4043186346479526,0.4566543653520474,vulnerable,expected,True
22071007200,LA,1.045204,-1.176494,-0.6282704601006869,0.548223539899313,expected,expected,False
25003900900,MA,-0.398227,0.600272,0.8712548345515294,0.2709828345515294,expected,expected,False
40131050702,OK,0.748192,-0.164537,-0.5459429499641801,-0.38140594996418015,expected,expected,False
06059075806,CA,-0.435444,-0.077513,-0.5574150934651104,-0.4799020934651104,expected,expected,False
09001205200,CT,-0.806633,0.72858,0.5354738536279,-0.1931061463721,expected,expected,False
13001950200,GA,1.067478,-1.023551,-1.0663132729567744,-0.04276227295677426,expected,expected,False
25017384002,MA,-1.152111,1.006781,0.862735509720503,-0.14404549027949698,expected,expected,False
29099700801,MO,0.099294,0.853015,1.1777490533065482,0.32473405330654825,expected,expected,False
47187050207,TN,-0.6909,1.542534,1.410973277432776,-0.13156072256722418,expected,expected,False
22105953200,LA,0.466742,0.353034,0.003996922587743415,-0.3490370774122566,expected,expected,False
25023511302,MA,-0.175056,0.239074,0.4268945838210358,0.18782058382103578,expected,expected,False
29225470302,MO,0.871906,-0.685647,0.02503902655839949,0.7106860265583995,expected,expected,False
48201432200,TX,-0.368495,0.494737,1.4039173335289858,0.9091803335289859,expected,expected,False
51165010200,VA,0.348035,-0.153001,0.021740723029087198,0.1747417230290872,expected,expected,False
06107001005,CA,-0.169048,-0.49256,-1.0878415079795436,-0.5952815079795436,expected,expected,False
36085027702,NY,-0.078565,-0.282759,-0.7991998008656099,-0.51644080086561,expected,expected,False
17031051200,IL,-1.662058,2.469381,2.5384777073684806,0.06909670736848073,resilient,resilient,False
17031020301,IL,0.043263,-0.386179,-0.8570211125318471,-0.4708421125318471,expected,expected,False
42129800500,PA,0.223124,-0.451975,-0.9462491112776181,-0.4942741112776181,expected,expected,False
01101002202,AL,1.728308,-2.076746,-1.7417557893234312,0.33499021067656876,vulnerable,vulnerable,False
06065030103,CA,0.000576,-0.803801,-0.2182002662459983,0.5856007337540017,expected,expected,False
39035119702,OH,1.624897,-2.15698,-1.7099129648602063,0.4470670351397936,vulnerable,vulnerable,False
48113006402,TX,0.123734,-0.387201,0.42383030673419547,0.8110313067341954,expected,expected,False
13021011702,GA,1.719308,-2.102578,-2.36418504945846,-0.26160704945846014,vulnerable,vulnerable,False
48439111102,TX,1.153371,-1.035586,-1.3240906807894837,-0.28850468078948377,expected,expected,False
48303000900,TX,1.851868,-2.293592,-2.7148820562571636,-0.42129005625716376,vulnerable,vulnerable,False
06019007002,CA,0.299347,-1.333819,-0.8130891920965806,0.5207298079034195,expected,expected,False
09009142604,CT,-0.188361,-0.301615,0.511803071085287,0.813418071085287,expected,expected,False
53061051804,WA,-0.991877,0.726232,0.505690509436881,-0.220541490563119,expected,expected,False
06037430803,CA,-0.702091,0.354983,-0.026488907820318132,-0.38147190782031815,expected,expected,False
06085507500,CA,-0.858557,0.648055,0.28505368055719243,-0.3630013194428076,expected,expected,False
08059011724,CO,-1.182596,0.531108,0.2720961566304643,-0.2590118433695357,expected,expected,False
36033950400,NY,0.434211,-0.63674,0.07504770545452072,0.7117877054545207,expected,expected,False
39139000600,OH,1.210942,-1.396864,-0.8856788681758634,0.5111851318241367,expected,expected,False
09003514400,CT,-0.214202,0.602287,0.8654654824822555,0.2631784824822555,expected,expected,False
27053026909,MN,-1.034379,0.964894,0.8172285873971505,-0.1476654126028495,expected,expected,False
45035010200,SC,1.449659,-1.700526,-1.1262788697433035,0.5742471302566965,vulnerable,expected,True
48085031100,TX,0.084264,0.19953,-0.01710008386212102,-0.21663008386212104,expected,expected,False
48201433202,TX,0.547878,-1.039557,-0.4206913120506577,0.6188656879493424,expected,expected,False
48381020300,TX,0.135244,-0.232925,0.4009125150591661,0.6338375150591661,expected,expected,False
53005010400,WA,-0.283524,0.367629,0.6048675208670182,0.23723852086701824,expected,expected,False
21047200400,KY,1.653812,-2.335201,-2.016975624586024,0.3182253754139759,vulnerable,vulnerable,False
36047003800,NY,-0.69922,0.731935,0.4365988083494516,-0.2953361916505484,expected,expected,False
34027041200,NJ,-0.84056,0.8473,0.6272542379979636,-0.2200457620020364,expected,expected,False
39017000200,OH,0.702784,-0.625308,0.1261247097563328,0.7514327097563328,expected,expected,False
06073017701,CA,-0.974595,0.834218,0.5160992679061983,-0.3181187320938017,expected,expected,False
06107004102,CA,0.413671,-0.603978,-0.7385121212843639,-0.13453412128436393,expected,expected,False
13227050600,GA,-0.018397,0.614238,0.2740644248226208,-0.3401735751773792,expected,expected,False
24033803521,MD,0.268562,-0.733398,-1.251199096614444,-0.517801096614444,expected,expected,False
06055201101,CA,-0.431282,-0.086982,-0.5657021350768804,-0.4787201350768804,expected,expected,False
06111004704,CA,-0.163182,0.038338,0.7957246584612769,0.757386658461277,expected,expected,False
13089022008,GA,0.674309,-1.173108,-0.5856764758607753,0.5874315241392247,expected,expected,False
26099262100,MI,0.120994,-0.106303,0.6836663887501923,0.7899693887501923,expected,expected,False
49035112617,UT,-0.860975,0.270461,0.0752197178113677,-0.1952412821886323,expected,expected,False
53061052107,WA,-0.732615,0.292038,-0.010531254703124786,-0.3025692547031248,expected,expected,False
13067031207,GA,-1.189496,1.93359,1.9180000250462483,-0.015589974953751584,resilient,resilient,False
36059303202,NY,-0.276188,0.03196,-0.4057086849495082,-0.43766868494950817,expected,expected,False
48223950100,TX,0.519005,-0.438973,-0.8827216017243232,-0.44374860172432323,expected,expected,False
13113140206,GA,-0.253523,0.395987,0.054365426657692874,-0.3416215733423071,expected,expected,False
34007606200,NJ,-0.683918,0.571897,0.3153612124931895,-0.2565357875068105,expected,expected,False
06007003002,CA,0.457899,-0.742759,-0.8265753784696983,-0.08381637846969836,expected,expected,False
06017030808,CA,-0.629706,0.220526,-0.17061613200772058,-0.3911421320077206,expected,expected,False
17073031200,IL,0.208902,-0.097951,-0.4989651560591203,-0.4010141560591203,expected,expected,False
48439102301,TX,0.179322,-0.269244,0.3131479258800223,0.5823919258800223,expected,expected,False
22051021801,LA,0.301947,0.05478,-0.35573953919981627,-0.41051953919981626,expected,expected,False
36055002300,NY,1.217502,-2.472542,-2.17244179178151,0.3001002082184896,vulnerable,vulnerable,False
06009000400,CA,0.731189,-1.525157,-0.9850753639703216,0.5400816360296785,expected,expected,False
29183311722,MO,-0.166722,0.487892,0.19782597618071435,-0.29006602381928565,expected,expected,False
33013040500,NH,-0.398086,0.248027,0.06846917930722786,-0.17955782069277215,expected,expected,False
34031246202,NJ,-0.738885,0.679557,0.4248071078017333,-0.25474989219826666,expected,expected,False
36005030200,NY,0.320729,-1.00277,-0.3868590990107784,0.6159109009892215,expected,expected,False
39061022000,OH,0.04478,0.505416,0.22890667377872548,-0.2765093262212745,expected,expected,False
39153503600,OH,0.35483,0.909865,1.1211527710072315,0.2112877710072315,expected,expected,False
54079020604,WV,0.485124,0.351521,0.016006177021643198,-0.3355148229783568,expected,expected,False
35001004502,NM,0.699725,-1.466363,-0.8888400158635249,0.5775229841364752,expected,expected,False
39007000300,OH,0.85365,-0.019872,0.12794227202042402,0.14781427202042402,expected,expected,False
55077960300,WI,0.358154,-0.522089,-0.85879855122654,-0.33670955122654,expected,expected,False
22041950300,LA,1.837395,-1.657614,-1.9034079583047288,-0.24579395830472883,vulnerable,vulnerable,False
37097060602,NC,0.171061,-0.35107,-0.788894334093861,-0.437824334093861,expected,expected,False
06001407000,CA,-0.212197,-0.488655,0.20545631829535924,0.6941113182953592,expected,expected,False
29131962800,MO,0.525957,-0.167181,0.7138650137160656,0.8810460137160656,expected,expected,False
55133201600,WI,-0.2281,0.495124,0.30850353744875725,-0.18662046255124276,expected,expected,False
20113788500,KS,-0.258848,0.482384,0.2799811050825533,-0.20240289491744667,expected,expected,False
18003011501,IN,0.306409,-0.3699,0.4981726269943786,0.8680726269943786,expected,expected,False
26125162300,MI,0.661658,-0.994923,-1.6002435248576594,-0.6053205248576594,expected,expected,False
48339692802,TX,0.426132,-0.20846,0.5095826774827397,0.7180426774827396,expected,expected,False
01097003202,AL,0.810066,-0.541854,-1.1208087280007524,-0.5789547280007524,expected,expected,False
17031836000,IL,0.203433,-0.653532,0.031444178071874385,0.6849761780718744,expected,expected,False
26165380700,MI,0.536133,-0.758498,-0.14292519406301543,0.6155728059369846,expected,expected,False
41039001803,OR,0.127555,-0.846449,-0.12899636941638684,0.7174526305836132,expected,expected,False
42107003700,PA,0.257923,0.012984,-0.32767500860499177,-0.34065900860499176,expected,expected,False
01097006407,AL,-0.051612,1.439137,1.2827586959103894,-0.15637830408961073,expected,expected,False
06037276100,CA,-0.877984,0.649353,1.5311181572130643,0.8817651572130644,expected,expected,False
36055014204,NY,-0.077321,-0.303839,-0.801676754196951,-0.4978377541969509,expected,expected,False
41039002903,OR,-0.348115,-0.049571,-0.38926328699910323,-0.33969228699910325,expected,expected,False
42015950100,PA,0.458353,-0.38208,-0.7267551984769413,-0.3446751984769413,expected,expected,False
48439100101,TX,-0.033391,0.951074,1.0388949216293877,0.0878209216293877,expected,expected,False
04013114600,AZ,0.140657,-0.72093,-0.020522349604271527,0.7004076503957284,expected,expected,False
38101010600,ND,0.250442,-0.599043,-0.8781320403422889,-0.2790890403422889,expected,expected,False
48479001101,TX,0.166454,-0.221861,0.33876965857109775,0.5606306585710977,expected,expected,False
08031004603,CO,-0.726258,-0.250979,0.5708554068510322,0.8218344068510322,expected,expected,False
26125154500,MI,-0.323274,0.65438,0.3608743196314834,-0.29350568036851654,expected,expected,False
23001010100,ME,0.800646,-1.730972,-1.2115413565336275,0.5194306434663725,vulnerable,expected,True
36081077905,NY,-0.487106,0.399055,0.014254371915291645,-0.38480062808470833,expected,expected,False
55075960700,WI,0.762933,-0.336842,-0.15516926438759587,0.1816727356124041,expected,expected,False
05011950100,AR,0.907725,-0.462129,-0.7630271826462705,-0.30089818264627044,expected,expected,False
22119031600,LA,0.157508,0.878942,0.6197189374301444,-0.2592230625698556,expected,expected,False
37045950900,NC,1.809635,-2.263911,-2.5418989985748888,-0.277987998574889,vulnerable,vulnerable,False
48027023404,TX,0.119147,0.103504,-0.08655632426177781,-0.19006032426177782,expected,expected,False
06071002803,CA,-0.12327,-0.59254,0.02839198638525175,0.6209319863852517,expected,expected,False
06041119201,CA,-0.354447,-0.224722,-0.7186898434479387,-0.49396784344793876,expected,expected,False
36081025500,NY,-0.762361,0.859302,0.5623201188753447,-0.2969818811246553,expected,expected,False
54055002400,WV,1.541406,-0.89497,-1.3993149934233702,-0.5043449934233701,expected,expected,False
42007605600,PA,0.348207,-0.203209,0.6999416972029959,0.9031506972029959,expected,expected,False
47177930200,TN,0.756327,-0.348575,-0.782766317546934,-0.434191317546934,expected,expected,False
53057950100,WA,0.340417,-0.969105,-1.4592036858394275,-0.4900986858394275,expected,expected,False
24005420600,MD,0.557369,-1.235345,-0.6188655147597019,0.616479485240298,expected,expected,False
48201550100,TX,0.097132,0.579664,0.7790079604825713,0.1993439604825713,expected,expected,False
18003000800,IN,0.250119,-0.275533,-0.5971302134965759,-0.32159721349657594,expected,expected,False
08059010212,CO,-0.610306,-0.427135,-0.8674019317885245,-0.44026693178852455,expected,expected,False
09001200301,CT,-0.820789,0.752244,0.5636601489321323,-0.18858385106786768,expected,expected,False
16011950300,ID,0.287169,0.419643,0.7713645045728128,0.3517215045728128,expected,expected,False
17037000500,IL,-0.149822,0.805285,1.037027166661551,0.2317421666615509,expected,expected,False
24003730700,MD,-0.133265,-0.080227,-0.4511133037906359,-0.3708863037906359,expected,expected,False
45045002609,SC,-0.529871,1.082541,0.9199569089509917,-0.16258409104900828,expected,expected,False
47165021204,TN,-0.193235,0.695109,0.42006252209363654,-0.27504647790636344,expected,expected,False
55037190200,WI,0.227344,-0.33013,0.6090428489862213,0.9391728489862212,expected,expected,False
09001070500,CT,-0.76733,0.662665,1.664599850259925,1.001934850259925,expected,resilient,True
01115040201,AL,0.607016,0.347998,1.1787342729822434,0.8307362729822434,expected,expected,False
13117130609,GA,-1.237706,2.046721,2.0139919222359235,-0.0327290777640763,resilient,resilient,False
29165030305,MO,-0.172815,0.486536,0.2099578705921786,-0.27657812940782145,expected,expected,False
06037602003,CA,-0.232817,-0.430719,0.24651321354636757,0.6772322135463675,expected,expected,False
06067009108,CA,-0.376766,-0.170668,-0.674250035246811,-0.503582035246811,expected,expected,False
06067008600,CA,-0.070016,-0.684276,-1.2850261079066947,-0.6007501079066947,expected,expected,False
08119010103,CO,-0.717423,-0.20893,-0.6541191263276972,-0.4451891263276972,expected,expected,False
29095008700,MO,1.756326,-2.788959,-2.4238104493313277,0.36514855066867247,vulnerable,vulnerable,False
37053110200,NC,-0.337636,1.010006,0.9118455465293966,-0.09816045347060331,expected,expected,False
24003702702,MD,-0.054871,-0.211648,-0.6072051683060359,-0.3955571683060359,expected,expected,False
51153901510,VA,-0.751229,0.815385,0.7009144380522436,-0.1144705619477564,expected,expected,False
06045010900,CA,0.058603,-0.375708,0.35412410010798495,0.7298321001079849,expected,expected,False
29209090500,MO,1.061622,-1.551627,-2.247954379794289,-0.6963273797942888,expected,vulnerable,True
45003020702,SC,0.255743,-0.260438,0.5630881164620047,0.8235261164620047,expected,expected,False
06065043217,CA,-0.593298,0.190638,-0.24310883047031567,-0.4337468304703157,expected,expected,False
06071010411,CA,0.89999,-1.767739,-1.3211784180569102,0.4465605819430898,vulnerable,expected,True
38015011101,ND,0.027665,-0.281061,-0.43455629090805603,-0.15349529090805603,expected,expected,False
31109003001,NE,-0.307115,0.219914,-0.02670159794772823,-0.24661559794772822,expected,expected,False
26065002000,MI,0.685739,-0.210115,-0.13859882054692266,0.07151617945307734,expected,expected,False
26163525700,MI,0.270031,-0.314512,0.386915831159284,0.7014278311592841,expected,expected,False
36067003900,NY,1.323407,-2.641913,-2.383311359752317,0.2586016402476834,vulnerable,vulnerable,False
39013012400,OH,0.384428,-0.094549,-0.44737326599889204,-0.35282426599889205,expected,expected,False
47143975000,TN,0.880124,-0.577506,0.17812198231793797,0.7556279823179379,expected,expected,False
48061010601,TX,0.885511,-0.831885,-0.7907492665346301,0.04113573346536992,expected,expected,False
26091060301,MI,-0.043804,0.702505,0.49227909068628944,-0.2102259093137106,expected,expected,False
27003051002,MN,-0.130863,-0.580952,-0.9817802278118714,-0.40082822781187133,expected,expected,False
37025042402,NC,-0.320497,0.425357,1.3972396387673363,0.9718826387673363,expected,expected,False
48439105508,TX,-0.455939,0.794539,1.5780288344178883,0.7834898344178883,expected,expected,False
51059480501,VA,-0.911081,1.021615,1.0191989588894979,-0.0024160411105020874,expected,expected,False
13089021705,GA,-0.475982,1.617194,2.006900865943386,0.38970686594338577,expected,resilient,True
26161420200,MI,-0.519124,1.543594,1.4386982687032281,-0.10489573129677177,expected,expected,False
32031001501,NV,-0.680827,1.697455,2.111973263246263,0.41451826324626295,resilient,resilient,False
48113017305,TX,-0.562159,0.761352,0.5821426175875954,-0.17920938241240458,expected,expected,False
04013617100,AZ,-0.713702,0.70995,0.47322599012189115,-0.23672400987810882,expected,expected,False
17031819900,IL,-0.755324,0.951559,0.7330614678666486,-0.21849753213335144,expected,expected,False
24005403402,MD,0.706155,-1.484478,-0.915116301220251,0.569361698779749,expected,expected,False
26115830700,MI,-0.004648,0.652989,0.4143147943502816,-0.23867420564971842,expected,expected,False
33013043002,NH,-0.156021,0.168534,0.40821848355272733,0.23968448355272734,expected,expected,False
36081011000,NY,-0.428027,0.300197,-0.10337900900295861,-0.4035760090029586,expected,expected,False
40109108221,OK,-0.628564,2.126196,2.1953435135759367,0.06914751357593651,resilient,resilient,False
42049010201,PA,0.210336,-0.483532,-0.9207866681898443,-0.4372546681898443,expected,expected,False
13271950500,GA,1.395261,-0.859188,-1.0311054844558951,-0.17191748445589516,expected,expected,False
19097950500,IA,0.563876,-1.231219,-0.4862479747322401,0.7449710252677599,expected,expected,False
36081142900,NY,-0.476383,0.380739,-0.007096408287257409,-0.3878354082872574,expected,expected,False
47149040901,TN,-0.274466,1.358503,1.2696662831549388,-0.08883671684506123,expected,expected,False
45013000600,SC,0.236962,-0.222466,0.6004833419571157,0.8229493419571157,expected,expected,False
48201533702,TX,0.592869,-1.115127,-0.5102737938274818,0.6048532061725181,expected,expected,False
29021002700,MO,0.263636,0.200525,0.028794626448219552,-0.17173037355178045,expected,expected,False
37179021004,NC,-0.683366,1.132277,0.9123723894092082,-0.2199046105907918,expected,expected,False
42127960700,PA,0.58334,-0.192725,-0.1538895420395138,0.03883545796048621,expected,expected,False
55139003701,WI,-0.231435,-0.0339,-0.3727191662024203,-0.3388191662024203,expected,expected,False
08089968300,CO,0.261666,-1.328952,-0.7083567798127771,0.6205952201872228,expected,expected,False
13121010118,GA,-0.592854,0.969347,0.7300141813822275,-0.23933281861777245,expected,expected,False
21075960100,KY,1.640575,-1.756053,-1.302756079610903,0.4532969203890971,vulnerable,expected,True
27123033600,MN,0.871194,-2.180989,-1.7696130153936804,0.4113759846063194,vulnerable,vulnerable,False
46013951500,SD,-0.027902,-0.310886,0.6693820713732432,0.9802680713732432,expected,expected,False
51037930200,VA,0.911834,-0.641876,-0.4129876761306532,0.22888832386934682,expected,expected,False
01051030200,AL,0.320844,0.785769,0.5411540898187523,-0.2446149101812477,expected,expected,False
05145070700,AR,0.50125,0.304526,0.0463133361293653,-0.25821266387063474,expected,expected,False
29047021803,MO,-0.65252,1.751172,1.852971198978907,0.1017991989789071,resilient,resilient,False
08069001305,CO,-0.738713,-0.205534,0.5956548069650627,0.8011888069650627,expected,expected,False
01111000200,AL,0.508318,0.510635,0.1678708512015101,-0.3427641487984898,expected,expected,False
06097152203,CA,-0.511197,0.073944,0.8008012106353926,0.7268572106353925,expected,expected,False
18083955200,IN,0.319982,0.198406,-0.04837274395107632,-0.24677874395107632,expected,expected,False
42079216700,PA,0.948459,-1.699186,-1.1830951787988297,0.5160908212011703,vulnerable,expected,True
53023970300,WA,0.563797,-1.364963,-0.6965970930444468,0.6683659069555531,expected,expected,False
06059089107,CA,-0.807107,0.544737,0.18261055443379873,-0.3621264455662013,expected,expected,False
17197880418,IL,-0.835947,1.194233,0.8935915389540415,-0.30064146104595857,expected,expected,False
21111012701,KY,1.597231,-2.199224,-1.904316061530869,0.2949079384691311,vulnerable,vulnerable,False
26093740700,MI,-0.516254,0.957337,0.7451206651959638,-0.21221633480403623,expected,expected,False
24001001402,MD,0.319506,0.024212,0.15695815002762964,0.13274615002762963,expected,expected,False
32003005829,NV,-0.940778,1.250761,1.11997404307012,-0.13078695692988007,expected,expected,False
36001014802,NY,0.079557,-0.063513,-0.42617659504264876,-0.3626635950426488,expected,expected,False
42101032300,PA,-0.25787,0.334028,1.218850669467592,0.884822669467592,expected,expected,False
06013384000,CA,-0.7012,0.337897,-0.028262995777090558,-0.3661599957770906,expected,expected,False
06045011300,CA,-0.064337,0.156284,0.21325918740351124,0.056975187403511235,expected,expected,False
29031881400,MO,1.355071,-2.157449,-1.6248635771711266,0.5325854228288736,vulnerable,expected,True
36085001700,NY,0.039867,-0.481251,0.17237085802068125,0.6536218580206812,expected,expected,False
39049009240,OH,0.691673,-0.586107,0.148248044534895,0.7343550445348951,expected,expected,False
22033003802,LA,-0.393866,1.208111,1.0297076700770924,-0.17840332992290753,expected,expected,False
42053530201,PA,0.980568,-0.367595,-0.2569550848046999,0.11063991519530009,expected,expected,False
42107001700,PA,0.263243,-0.534354,-1.02613085621337,-0.49177685621337,expected,expected,False
